,index,response,rt,ppt_idx,match,condition_a,condition_b,object,accuracy,list,ppt_id
2062,12,2,1.036,13,Mismatch,V,H,Glass,1,3,3_13
2063,13,2,0.693,14,Mismatch,V,H,Glass,1,3,3_14
2064,14,2,0.736,15,Mismatch,V,H,Glass,1,3,3_15
2065,15,2,0.844,16,Mismatch,V,H,Glass,1,3,3_16
2066,16,2,6.459,17,Mismatch,V,H,Glass,1,3,3_17
2067,17,2,1.624,18,Mismatch,V,H,Glass,1,3,3_18
2068,18,2,1.215,19,Mismatch,V,H,Glass,1,3,3_19
2069,19,2,0.572,20,Mismatch,V,H,Glass,1,3,3_20
2070,20,2,1.299,21,Mismatch,V,H,Glass,1,3,3_21
2071,21,1,6.001,22,Mismatch,V,H,Glass,0,3,3_22
2072,22,1,3.247,23,Mismatch,V,H,Glass,0,3,3_23
2073,23,2,0.669,24,Mismatch,V,H,Glass,1,3,3_24
2074,24,2,1.176,25,Mismatch,V,H,Glass,1,3,3_25
2075,25,2,1.535,26,Mismatch,V,H,Glass,1,3,3_26
2076,26,2,0.938,27,Mismatch,V,H,Glass,1,3,3_27
2077,27,2,1.06,28,Mismatch,V,H,Glass,1,3,3_28
2078,28,2,1.19,29,Mismatch,V,H,Glass,1,3,3_29
2079,29,2,1.017,30,Mismatch,V,H,Glass,1,3,3_30
2080,30,2,0.893,31,Mismatch,V,H,Glass,1,3,3_31
2081,31,2,1.045,32,Mismatch,V,H,Glass,1,3,3_32
2082,32,2,1.077,33,Mismatch,V,H,Glass,1,3,3_33
2083,33,2,1.749,34,Mismatch,V,H,Glass,1,3,3_34
2084,34,2,0.706,35,Mismatch,V,H,Glass,1,3,3_35
2085,35,2,1.343,36,Mismatch,V,H,Glass,1,3,3_36
2086,36,2,0.855,37,Mismatch,V,H,Glass,1,3,3_37
2087,37,2,1.545,38,Mismatch,V,H,Glass,1,3,3_38
2088,38,2,0.725,39,Mismatch,V,H,Glass,1,3,3_39
2089,39,2,1.031,40,Mismatch,V,H,Glass,1,3,3_40
2090,40,2,1.173,41,Mismatch,V,H,Glass,1,3,3_41
2091,0,2,1.062,1,Mismatch,H,V,Key,1,3,3_1
2092,1,2,0.575,2,Mismatch,H,V,Key,1,3,3_2
2093,2,2,1.471,3,Mismatch,H,V,Key,1,3,3_3
2094,3,2,0.966,4,Mismatch,H,V,Key,1,3,3_4
2095,4,2,0.672,5,Mismatch,H,V,Key,1,3,3_5
2096,5,2,1.419,6,Mismatch,H,V,Key,1,3,3_6
2097,6,2,0.8,7,Mismatch,H,V,Key,1,3,3_7
2098,7,2,0.75,8,Mismatch,H,V,Key,1,3,3_8
2099,8,2,0.531,9,Mismatch,H,V,Key,1,3,3_9
2100,9,2,1.497,10,Mismatch,H,V,Key,1,3,3_10
2101,10,1,1.035,11,Mismatch,H,V,Key,0,3,3_11
2102,11,2,0.924,12,Mismatch,H,V,Key,1,3,3_12
2103,12,2,0.468,13,Mismatch,H,V,Key,1,3,3_13
2104,13,2,1.016,14,Mismatch,H,V,Key,1,3,3_14
2105,14,2,0.683,15,Mismatch,H,V,Key,1,3,3_15
2106,15,2,0.836,16,Mismatch,H,V,Key,1,3,3_16
2107,16,2,0.511,17,Mismatch,H,V,Key,1,3,3_17
2108,17,2,0.658,18,Mismatch,H,V,Key,1,3,3_18
2109,18,2,1.381,19,Mismatch,H,V,Key,1,3,3_19
2110,19,2,0.598,20,Mismatch,H,V,Key,1,3,3_20
2111,20,2,1.196,21,Mismatch,H,V,Key,1,3,3_21
2112,21,2,0.852,22,Mismatch,H,V,Key,1,3,3_22
2113,22,2,1.308,23,Mismatch,H,V,Key,1,3,3_23
2114,23,2,0.837,24,Mismatch,H,V,Key,1,3,3_24
2115,24,2,1.005,25,Mismatch,H,V,Key,1,3,3_25
2116,25,2,1.545,26,Mismatch,H,V,Key,1,3,3_26
2117,26,2,0.494,27,Mismatch,H,V,Key,1,3,3_27
2118,27,2,1.836,28,Mismatch,H,V,Key,1,3,3_28
2119,28,2,2.026,29,Mismatch,H,V,Key,1,3,3_29
2120,29,2,0.927,30,Mismatch,H,V,Key,1,3,3_30
2121,30,2,1.171,31,Mismatch,H,V,Key,1,3,3_31
2122,31,2,0.717,32,Mismatch,H,V,Key,1,3,3_32
2123,32,2,0.956,33,Mismatch,H,V,Key,1,3,3_33
2124,33,2,1.015,34,Mismatch,H,V,Key,1,3,3_34
2125,34,2,0.746,35,Mismatch,H,V,Key,1,3,3_35
2126,35,2,0.524,36,Mismatch,H,V,Key,1,3,3_36
2127,36,1,8.842,37,Mismatch,H,V,Key,0,3,3_37
2128,37,2,0.718,38,Mismatch,H,V,Key,1,3,3_38
2129,38,2,0.487,39,Mismatch,H,V,Key,1,3,3_39
2130,39,2,0.969,40,Mismatch,H,V,Key,1,3,3_40
2131,40,1,1.727,41,Mismatch,H,V,Key,0,3,3_41
2132,0,2,1.559,1,Mismatch,V,H,Plate,1,3,3_1
2133,1,2,1.205,2,Mismatch,V,H,Plate,1,3,3_2
2134,2,1,2.774,3,Mismatch,V,H,Plate,0,3,3_3
2135,3,2,2.007,4,Mismatch,V,H,Plate,1,3,3_4
2136,4,2,1.066,5,Mismatch,V,H,Plate,1,3,3_5
2137,5,2,1.8,6,Mismatch,V,H,Plate,1,3,3_6
2138,6,2,0.91,7,Mismatch,V,H,Plate,1,3,3_7
2139,7,1,1.985,8,Mismatch,V,H,Plate,0,3,3_8
2140,8,2,1.14,9,Mismatch,V,H,Plate,1,3,3_9
2141,9,2,2.211,10,Mismatch,V,H,Plate,1,3,3_10
2142,10,2,1.16,11,Mismatch,V,H,Plate,1,3,3_11
2143,11,2,2.144,12,Mismatch,V,H,Plate,1,3,3_12
2144,12,2,0.754,13,Mismatch,V,H,Plate,1,3,3_13
2145,13,2,0.866,14,Mismatch,V,H,Plate,1,3,3_14
2146,14,2,0.939,15,Mismatch,V,H,Plate,1,3,3_15
2147,15,2,0.629,16,Mismatch,V,H,Plate,1,3,3_16
2148,16,2,1.194,17,Mismatch,V,H,Plate,1,3,3_17
2149,17,2,0.584,18,Mismatch,V,H,Plate,1,3,3_18
2150,18,2,1.16,19,Mismatch,V,H,Plate,1,3,3_19
2151,19,2,0.667,20,Mismatch,V,H,Plate,1,3,3_20
2152,20,2,1.45,21,Mismatch,V,H,Plate,1,3,3_21
2153,21,2,1.093,22,Mismatch,V,H,Plate,1,3,3_22
2154,22,2,1.916,23,Mismatch,V,H,Plate,1,3,3_23
2155,23,2,2.074,24,Mismatch,V,H,Plate,1,3,3_24
2156,24,2,1.807,25,Mismatch,V,H,Plate,1,3,3_25
2157,25,2,2.81,26,Mismatch,V,H,Plate,1,3,3_26
2158,26,2,1.01,27,Mismatch,V,H,Plate,1,3,3_27
2159,27,2,0.776,28,Mismatch,V,H,Plate,1,3,3_28
2160,28,2,2.347,29,Mismatch,V,H,Plate,1,3,3_29
2161,29,1,5.974,30,Mismatch,V,H,Plate,0,3,3_30
2162,30,2,3.49,31,Mismatch,V,H,Plate,1,3,3_31
2163,31,2,0.515,32,Mismatch,V,H,Plate,1,3,3_32
2164,32,2,0.946,33,Mismatch,V,H,Plate,1,3,3_33
2165,33,2,1.643,34,Mismatch,V,H,Plate,1,3,3_34
2166,34,2,0.843,35,Mismatch,V,H,Plate,1,3,3_35
2167,35,2,0.908,36,Mismatch,V,H,Plate,1,3,3_36
2168,36,2,1.249,37,Mismatch,V,H,Plate,1,3,3_37
2169,37,2,0.982,38,Mismatch,V,H,Plate,1,3,3_38
2170,38,2,0.554,39,Mismatch,V,H,Plate,1,3,3_39
2171,39,2,0.532,40,Mismatch,V,H,Plate,1,3,3_40
2172,40,2,2.021,41,Mismatch,V,H,Plate,1,3,3_41
2173,0,2,0.773,1,Mismatch,H,V,Screw,1,3,3_1
2174,1,2,0.677,2,Mismatch,H,V,Screw,1,3,3_2
2175,2,2,1.624,3,Mismatch,H,V,Screw,1,3,3_3
2176,3,2,0.647,4,Mismatch,H,V,Screw,1,3,3_4
2177,4,2,1.04,5,Mismatch,H,V,Screw,1,3,3_5
2178,5,2,1.854,6,Mismatch,H,V,Screw,1,3,3_6
2179,6,2,1.019,7,Mismatch,H,V,Screw,1,3,3_7
2180,7,2,0.593,8,Mismatch,H,V,Screw,1,3,3_8
2181,8,2,0.617,9,Mismatch,H,V,Screw,1,3,3_9
2182,9,2,1.783,10,Mismatch,H,V,Screw,1,3,3_10
2183,10,2,0.648,11,Mismatch,H,V,Screw,1,3,3_11
2184,11,2,1.178,12,Mismatch,H,V,Screw,1,3,3_12
2185,12,2,0.9,13,Mismatch,H,V,Screw,1,3,3_13
2186,13,2,1.204,14,Mismatch,H,V,Screw,1,3,3_14
2187,14,2,0.546,15,Mismatch,H,V,Screw,1,3,3_15
2188,15,2,0.51,16,Mismatch,H,V,Screw,1,3,3_16
2189,16,2,0.486,17,Mismatch,H,V,Screw,1,3,3_17
2190,17,2,0.866,18,Mismatch,H,V,Screw,1,3,3_18
2191,18,1,1.662,19,Mismatch,H,V,Screw,0,3,3_19
2192,19,2,0.616,20,Mismatch,H,V,Screw,1,3,3_20
2193,20,2,1.19,21,Mismatch,H,V,Screw,1,3,3_21
2194,21,2,0.965,22,Mismatch,H,V,Screw,1,3,3_22
2195,22,2,0.784,23,Mismatch,H,V,Screw,1,3,3_23
2196,23,2,0.682,24,Mismatch,H,V,Screw,1,3,3_24
2197,24,2,0.517,25,Mismatch,H,V,Screw,1,3,3_25
2198,25,2,1.623,26,Mismatch,H,V,Screw,1,3,3_26
2199,26,2,0.861,27,Mismatch,H,V,Screw,1,3,3_27
2200,27,2,1.218,28,Mismatch,H,V,Screw,1,3,3_28
2201,28,2,0.941,29,Mismatch,H,V,Screw,1,3,3_29
2202,29,2,0.923,30,Mismatch,H,V,Screw,1,3,3_30
2203,30,2,1.096,31,Mismatch,H,V,Screw,1,3,3_31
2204,31,2,0.78,32,Mismatch,H,V,Screw,1,3,3_32
2205,32,2,0.687,33,Mismatch,H,V,Screw,1,3,3_33
2206,33,2,1.168,34,Mismatch,H,V,Screw,1,3,3_34
2207,34,2,0.821,35,Mismatch,H,V,Screw,1,3,3_35
2208,35,2,0.951,36,Mismatch,H,V,Screw,1,3,3_36
2209,36,2,1.689,37,Mismatch,H,V,Screw,1,3,3_37
2210,37,2,0.886,38,Mismatch,H,V,Screw,1,3,3_38
2211,38,2,0.499,39,Mismatch,H,V,Screw,1,3,3_39
2212,39,2,1.375,40,Mismatch,H,V,Screw,1,3,3_40
2213,40,2,0.985,41,Mismatch,H,V,Screw,1,3,3_41
2214,0,2,0.518,1,Mismatch,V,H,Bat,1,3,3_1
2215,1,2,0.576,2,Mismatch,V,H,Bat,1,3,3_2
2216,2,2,1.358,3,Mismatch,V,H,Bat,1,3,3_3
2217,3,2,0.849,4,Mismatch,V,H,Bat,1,3,3_4
2218,4,2,1.241,5,Mismatch,V,H,Bat,1,3,3_5
2219,5,2,1.125,6,Mismatch,V,H,Bat,1,3,3_6
2220,6,2,0.648,7,Mismatch,V,H,Bat,1,3,3_7
2221,7,2,0.531,8,Mismatch,V,H,Bat,1,3,3_8
2222,8,2,0.531,9,Mismatch,V,H,Bat,1,3,3_9
2223,9,2,1.443,10,Mismatch,V,H,Bat,1,3,3_10
2224,10,2,0.624,11,Mismatch,V,H,Bat,1,3,3_11
2225,11,2,1.159,12,Mismatch,V,H,Bat,1,3,3_12
2226,12,2,0.443,13,Mismatch,V,H,Bat,1,3,3_13
2227,13,2,0.857,14,Mismatch,V,H,Bat,1,3,3_14
2228,14,2,0.795,15,Mismatch,V,H,Bat,1,3,3_15
2229,15,2,0.589,16,Mismatch,V,H,Bat,1,3,3_16
2230,16,2,1.129,17,Mismatch,V,H,Bat,1,3,3_17
2231,17,2,0.991,18,Mismatch,V,H,Bat,1,3,3_18
2232,18,2,0.511,19,Mismatch,V,H,Bat,1,3,3_19
2233,19,2,3.374,20,Mismatch,V,H,Bat,1,3,3_20
2234,20,2,0.632,21,Mismatch,V,H,Bat,1,3,3_21
2235,21,2,1.152,22,Mismatch,V,H,Bat,1,3,3_22
2236,22,2,0.812,23,Mismatch,V,H,Bat,1,3,3_23
2237,23,2,0.682,24,Mismatch,V,H,Bat,1,3,3_24
2238,24,2,0.694,25,Mismatch,V,H,Bat,1,3,3_25
2239,25,2,1.217,26,Mismatch,V,H,Bat,1,3,3_26
2240,26,2,0.685,27,Mismatch,V,H,Bat,1,3,3_27
2241,27,2,7.181,28,Mismatch,V,H,Bat,1,3,3_28
2242,28,2,0.65,29,Mismatch,V,H,Bat,1,3,3_29
2243,29,2,2.667,30,Mismatch,V,H,Bat,1,3,3_30
2244,30,2,0.673,31,Mismatch,V,H,Bat,1,3,3_31
2245,31,2,0.921,32,Mismatch,V,H,Bat,1,3,3_32
2246,32,2,0.678,33,Mismatch,V,H,Bat,1,3,3_33
2247,33,2,1.016,34,Mismatch,V,H,Bat,1,3,3_34
2248,34,2,0.599,35,Mismatch,V,H,Bat,1,3,3_35
2249,35,2,0.591,36,Mismatch,V,H,Bat,1,3,3_36
2250,36,2,1.141,37,Mismatch,V,H,Bat,1,3,3_37
2251,37,2,0.641,38,Mismatch,V,H,Bat,1,3,3_38
2252,38,2,0.488,39,Mismatch,V,H,Bat,1,3,3_39
2253,39,2,1.61,40,Mismatch,V,H,Bat,1,3,3_40
2254,40,2,0.993,41,Mismatch,V,H,Bat,1,3,3_41
2255,0,2,0.881,1,Mismatch,H,V,Bowl,1,3,3_1
2256,1,2,0.758,2,Mismatch,H,V,Bowl,1,3,3_2
2257,2,2,0.92,3,Mismatch,H,V,Bowl,1,3,3_3
2258,3,2,1.227,4,Mismatch,H,V,Bowl,1,3,3_4
2259,4,2,0.766,5,Mismatch,H,V,Bowl,1,3,3_5
2260,5,2,1.27,6,Mismatch,H,V,Bowl,1,3,3_6
2261,6,2,0.573,7,Mismatch,H,V,Bowl,1,3,3_7
2262,7,2,1.953,8,Mismatch,H,V,Bowl,1,3,3_8
2263,8,2,0.599,9,Mismatch,H,V,Bowl,1,3,3_9
2264,9,2,1.48,10,Mismatch,H,V,Bowl,1,3,3_10
2265,10,2,0.723,11,Mismatch,H,V,Bowl,1,3,3_11
2266,11,2,1.178,12,Mismatch,H,V,Bowl,1,3,3_12
2267,12,2,0.762,13,Mismatch,H,V,Bowl,1,3,3_13
2268,13,2,0.913,14,Mismatch,H,V,Bowl,1,3,3_14
2269,14,2,0.599,15,Mismatch,H,V,Bowl,1,3,3_15
2270,15,2,0.639,16,Mismatch,H,V,Bowl,1,3,3_16
2271,16,2,0.05,17,Mismatch,H,V,Bowl,1,3,3_17
2272,17,2,0.972,18,Mismatch,H,V,Bowl,1,3,3_18
2273,18,2,0.734,19,Mismatch,H,V,Bowl,1,3,3_19
2274,19,2,0.761,20,Mismatch,H,V,Bowl,1,3,3_20
2275,20,2,1.184,21,Mismatch,H,V,Bowl,1,3,3_21
2276,21,2,0.67,22,Mismatch,H,V,Bowl,1,3,3_22
2277,22,2,1.385,23,Mismatch,H,V,Bowl,1,3,3_23
2278,23,2,0.821,24,Mismatch,H,V,Bowl,1,3,3_24
2279,24,2,1.005,25,Mismatch,H,V,Bowl,1,3,3_25
2280,25,2,1.294,26,Mismatch,H,V,Bowl,1,3,3_26
2281,26,2,2.951,27,Mismatch,H,V,Bowl,1,3,3_27
2282,27,2,1.192,28,Mismatch,H,V,Bowl,1,3,3_28
2283,28,2,1.311,29,Mismatch,H,V,Bowl,1,3,3_29
2284,29,2,1.055,30,Mismatch,H,V,Bowl,1,3,3_30
2285,30,2,0.834,31,Mismatch,H,V,Bowl,1,3,3_31
2286,31,2,0.717,32,Mismatch,H,V,Bowl,1,3,3_32
2287,32,2,1.229,33,Mismatch,H,V,Bowl,1,3,3_33
2288,33,2,1.705,34,Mismatch,H,V,Bowl,1,3,3_34
2289,34,2,0.685,35,Mismatch,H,V,Bowl,1,3,3_35
2290,35,2,0.882,36,Mismatch,H,V,Bowl,1,3,3_36
2291,36,2,14.438,37,Mismatch,H,V,Bowl,1,3,3_37
2292,37,2,0.997,38,Mismatch,H,V,Bowl,1,3,3_38
2293,38,2,0.623,39,Mismatch,H,V,Bowl,1,3,3_39
2294,39,2,0.937,40,Mismatch,H,V,Bowl,1,3,3_40
2295,40,2,1.224,41,Mismatch,H,V,Bowl,1,3,3_41
2296,0,2,1.09,1,Mismatch,V,H,Clthspnh,1,3,3_1
2297,1,2,0.562,2,Mismatch,V,H,Clthspnh,1,3,3_2
2298,2,2,2.952,3,Mismatch,V,H,Clthspnh,1,3,3_3
2299,3,2,1.18,4,Mismatch,V,H,Clthspnh,1,3,3_4
2300,4,2,0.736,5,Mismatch,V,H,Clthspnh,1,3,3_5
2301,5,2,1.759,6,Mismatch,V,H,Clthspnh,1,3,3_6
2302,6,2,0.666,7,Mismatch,V,H,Clthspnh,1,3,3_7
2303,7,1,1.156,8,Mismatch,V,H,Clthspnh,0,3,3_8
2304,8,2,0.437,9,Mismatch,V,H,Clthspnh,1,3,3_9
2305,9,2,1.857,10,Mismatch,V,H,Clthspnh,1,3,3_10
2306,10,2,0.473,11,Mismatch,V,H,Clthspnh,1,3,3_11
2307,11,2,0.58,12,Mismatch,V,H,Clthspnh,1,3,3_12
2308,12,2,0.487,13,Mismatch,V,H,Clthspnh,1,3,3_13
2309,13,2,0.908,14,Mismatch,V,H,Clthspnh,1,3,3_14
2310,14,2,0.727,15,Mismatch,V,H,Clthspnh,1,3,3_15
2311,15,2,3.293,16,Mismatch,V,H,Clthspnh,1,3,3_16
2312,16,2,14.339,17,Mismatch,V,H,Clthspnh,1,3,3_17
2313,17,2,1.175,18,Mismatch,V,H,Clthspnh,1,3,3_18
2314,18,2,1,19,Mismatch,V,H,Clthspnh,1,3,3_19
2315,19,2,0.474,20,Mismatch,V,H,Clthspnh,1,3,3_20
2316,20,2,0.96,21,Mismatch,V,H,Clthspnh,1,3,3_21
2317,21,2,0.883,22,Mismatch,V,H,Clthspnh,1,3,3_22
2318,22,2,2.771,23,Mismatch,V,H,Clthspnh,1,3,3_23
2319,23,2,1.154,24,Mismatch,V,H,Clthspnh,1,3,3_24
2320,24,2,0.701,25,Mismatch,V,H,Clthspnh,1,3,3_25
2321,25,2,1.518,26,Mismatch,V,H,Clthspnh,1,3,3_26
2322,26,2,0.897,27,Mismatch,V,H,Clthspnh,1,3,3_27
2323,27,1,3.134,28,Mismatch,V,H,Clthspnh,0,3,3_28
2324,28,2,1.245,29,Mismatch,V,H,Clthspnh,1,3,3_29
2325,29,2,1.199,30,Mismatch,V,H,Clthspnh,1,3,3_30
2326,30,2,2.62,31,Mismatch,V,H,Clthspnh,1,3,3_31
2327,31,2,0.873,32,Mismatch,V,H,Clthspnh,1,3,3_32
2328,32,2,0.984,33,Mismatch,V,H,Clthspnh,1,3,3_33
2329,33,2,1.05,34,Mismatch,V,H,Clthspnh,1,3,3_34
2330,34,2,0.736,35,Mismatch,V,H,Clthspnh,1,3,3_35
2331,35,2,1.041,36,Mismatch,V,H,Clthspnh,1,3,3_36
2332,36,2,1.768,37,Mismatch,V,H,Clthspnh,1,3,3_37
2333,37,2,0.953,38,Mismatch,V,H,Clthspnh,1,3,3_38
2334,38,2,0.747,39,Mismatch,V,H,Clthspnh,1,3,3_39
2335,39,2,1.141,40,Mismatch,V,H,Clthspnh,1,3,3_40
2336,40,2,1.153,41,Mismatch,V,H,Clthspnh,1,3,3_41
2337,0,2,0.949,1,Mismatch,H,V,frxtinguisher,1,3,3_1
2338,1,2,0.528,2,Mismatch,H,V,frxtinguisher,1,3,3_2
2339,2,2,1.437,3,Mismatch,H,V,frxtinguisher,1,3,3_3
2340,3,2,0.697,4,Mismatch,H,V,frxtinguisher,1,3,3_4
2341,4,2,0.782,5,Mismatch,H,V,frxtinguisher,1,3,3_5
2342,5,2,1.116,6,Mismatch,H,V,frxtinguisher,1,3,3_6
2343,6,2,0.654,7,Mismatch,H,V,frxtinguisher,1,3,3_7
2344,7,2,0.734,8,Mismatch,H,V,frxtinguisher,1,3,3_8
2345,8,2,0.732,9,Mismatch,H,V,frxtinguisher,1,3,3_9
2346,9,2,1.82,10,Mismatch,H,V,frxtinguisher,1,3,3_10
2347,10,1,0.84,11,Mismatch,H,V,frxtinguisher,0,3,3_11
2348,11,2,0.634,12,Mismatch,H,V,frxtinguisher,1,3,3_12
2349,12,2,0.969,13,Mismatch,H,V,frxtinguisher,1,3,3_13
2350,13,2,1.415,14,Mismatch,H,V,frxtinguisher,1,3,3_14
2351,14,2,0.532,15,Mismatch,H,V,frxtinguisher,1,3,3_15
2352,15,2,0.77,16,Mismatch,H,V,frxtinguisher,1,3,3_16
2353,16,2,0.208,17,Mismatch,H,V,frxtinguisher,1,3,3_17
2354,17,2,0.792,18,Mismatch,H,V,frxtinguisher,1,3,3_18
2355,18,2,0.666,19,Mismatch,H,V,frxtinguisher,1,3,3_19
2356,19,2,0.615,20,Mismatch,H,V,frxtinguisher,1,3,3_20
2357,20,2,4.372,21,Mismatch,H,V,frxtinguisher,1,3,3_21
2358,21,2,0.947,22,Mismatch,H,V,frxtinguisher,1,3,3_22
2359,22,1,1.447,23,Mismatch,H,V,frxtinguisher,0,3,3_23
2360,23,2,0.651,24,Mismatch,H,V,frxtinguisher,1,3,3_24
2361,24,2,0.978,25,Mismatch,H,V,frxtinguisher,1,3,3_25
2362,25,2,1.213,26,Mismatch,H,V,frxtinguisher,1,3,3_26
2363,26,2,0.947,27,Mismatch,H,V,frxtinguisher,1,3,3_27
2364,27,2,1.347,28,Mismatch,H,V,frxtinguisher,1,3,3_28
2365,28,2,1.297,29,Mismatch,H,V,frxtinguisher,1,3,3_29
2366,29,2,0.917,30,Mismatch,H,V,frxtinguisher,1,3,3_30
2367,30,2,0.932,31,Mismatch,H,V,frxtinguisher,1,3,3_31
2368,31,2,0.624,32,Mismatch,H,V,frxtinguisher,1,3,3_32
2369,32,2,0.604,33,Mismatch,H,V,frxtinguisher,1,3,3_33
2370,33,2,1.342,34,Mismatch,H,V,frxtinguisher,1,3,3_34
2371,34,2,0.762,35,Mismatch,H,V,frxtinguisher,1,3,3_35
2372,35,2,0.777,36,Mismatch,H,V,frxtinguisher,1,3,3_36
2373,36,2,1.65,37,Mismatch,H,V,frxtinguisher,1,3,3_37
2374,37,2,0.712,38,Mismatch,H,V,frxtinguisher,1,3,3_38
2375,38,2,0.51,39,Mismatch,H,V,frxtinguisher,1,3,3_39
2376,39,2,0.672,40,Mismatch,H,V,frxtinguisher,1,3,3_40
2377,40,2,1.951,41,Mismatch,H,V,frxtinguisher,1,3,3_41
2378,0,2,0.558,1,Mismatch,V,H,Nail,1,3,3_1
2379,1,2,0.562,2,Mismatch,V,H,Nail,1,3,3_2
2380,2,2,1.521,3,Mismatch,V,H,Nail,1,3,3_3
2381,3,2,0.877,4,Mismatch,V,H,Nail,1,3,3_4
2382,4,2,1.23,5,Mismatch,V,H,Nail,1,3,3_5
2383,5,2,1.377,6,Mismatch,V,H,Nail,1,3,3_6
2384,6,2,0.713,7,Mismatch,V,H,Nail,1,3,3_7
2385,7,2,0.469,8,Mismatch,V,H,Nail,1,3,3_8
2386,8,2,0.858,9,Mismatch,V,H,Nail,1,3,3_9
2387,9,2,2.056,10,Mismatch,V,H,Nail,1,3,3_10
2388,10,2,0.488,11,Mismatch,V,H,Nail,1,3,3_11
2389,11,2,0.785,12,Mismatch,V,H,Nail,1,3,3_12
2390,12,2,0.628,13,Mismatch,V,H,Nail,1,3,3_13
2391,13,2,0.865,14,Mismatch,V,H,Nail,1,3,3_14
2392,14,2,0.764,15,Mismatch,V,H,Nail,1,3,3_15
2393,15,2,0.957,16,Mismatch,V,H,Nail,1,3,3_16
2394,16,2,5.461,17,Mismatch,V,H,Nail,1,3,3_17
2395,17,2,0.692,18,Mismatch,V,H,Nail,1,3,3_18
2396,18,2,0.841,19,Mismatch,V,H,Nail,1,3,3_19
2397,19,2,0.394,20,Mismatch,V,H,Nail,1,3,3_20
2398,20,2,0.971,21,Mismatch,V,H,Nail,1,3,3_21
2399,21,2,1.166,22,Mismatch,V,H,Nail,1,3,3_22
2400,22,2,1.396,23,Mismatch,V,H,Nail,1,3,3_23
2401,23,2,0.872,24,Mismatch,V,H,Nail,1,3,3_24
2402,24,2,0.737,25,Mismatch,V,H,Nail,1,3,3_25
2403,25,2,1.191,26,Mismatch,V,H,Nail,1,3,3_26
2404,26,2,1.076,27,Mismatch,V,H,Nail,1,3,3_27
2405,27,2,1.284,28,Mismatch,V,H,Nail,1,3,3_28
2406,28,2,1.375,29,Mismatch,V,H,Nail,1,3,3_29
2407,29,2,0.717,30,Mismatch,V,H,Nail,1,3,3_30
2408,30,2,1.456,31,Mismatch,V,H,Nail,1,3,3_31
2409,31,2,0.64,32,Mismatch,V,H,Nail,1,3,3_32
2410,32,2,2.511,33,Mismatch,V,H,Nail,1,3,3_33
2411,33,2,0.98,34,Mismatch,V,H,Nail,1,3,3_34
2412,34,2,0.662,35,Mismatch,V,H,Nail,1,3,3_35
2413,35,2,0.654,36,Mismatch,V,H,Nail,1,3,3_36
2414,36,2,1.329,37,Mismatch,V,H,Nail,1,3,3_37
2415,37,2,0.625,38,Mismatch,V,H,Nail,1,3,3_38
2416,38,2,0.68,39,Mismatch,V,H,Nail,1,3,3_39
2417,39,2,0.859,40,Mismatch,V,H,Nail,1,3,3_40
2418,40,2,1.066,41,Mismatch,V,H,Nail,1,3,3_41
2419,0,2,0.905,1,Mismatch,H,V,Tire,1,3,3_1
2420,1,2,1.738,2,Mismatch,H,V,Tire,1,3,3_2
2421,2,2,1.095,3,Mismatch,H,V,Tire,1,3,3_3
2422,3,2,0.841,4,Mismatch,H,V,Tire,1,3,3_4
2423,4,2,0.815,5,Mismatch,H,V,Tire,1,3,3_5
2424,5,2,2.075,6,Mismatch,H,V,Tire,1,3,3_6
2425,6,2,0.778,7,Mismatch,H,V,Tire,1,3,3_7
2426,7,2,0.594,8,Mismatch,H,V,Tire,1,3,3_8
2427,8,2,0.453,9,Mismatch,H,V,Tire,1,3,3_9
2428,9,2,1.559,10,Mismatch,H,V,Tire,1,3,3_10
2429,10,2,0.574,11,Mismatch,H,V,Tire,1,3,3_11
2430,11,2,1.206,12,Mismatch,H,V,Tire,1,3,3_12
2431,12,2,0.702,13,Mismatch,H,V,Tire,1,3,3_13
2432,13,2,1.099,14,Mismatch,H,V,Tire,1,3,3_14
2433,14,1,0.729,15,Mismatch,H,V,Tire,0,3,3_15
2434,15,2,1.507,16,Mismatch,H,V,Tire,1,3,3_16
2435,16,2,0.474,17,Mismatch,H,V,Tire,1,3,3_17
2436,17,2,1.074,18,Mismatch,H,V,Tire,1,3,3_18
2437,18,2,1.646,19,Mismatch,H,V,Tire,1,3,3_19
2438,19,2,0.437,20,Mismatch,H,V,Tire,1,3,3_20
2439,20,2,0.658,21,Mismatch,H,V,Tire,1,3,3_21
2440,21,2,0.993,22,Mismatch,H,V,Tire,1,3,3_22
2441,22,2,1.408,23,Mismatch,H,V,Tire,1,3,3_23
2442,23,2,1.152,24,Mismatch,H,V,Tire,1,3,3_24
2443,24,2,1.279,25,Mismatch,H,V,Tire,1,3,3_25
2444,25,2,2.359,26,Mismatch,H,V,Tire,1,3,3_26
2445,26,2,1.336,27,Mismatch,H,V,Tire,1,3,3_27
2446,27,2,0.62,28,Mismatch,H,V,Tire,1,3,3_28
2447,28,2,0.722,29,Mismatch,H,V,Tire,1,3,3_29
2448,29,2,1.344,30,Mismatch,H,V,Tire,1,3,3_30
2449,30,2,0.926,31,Mismatch,H,V,Tire,1,3,3_31
2450,31,2,1.217,32,Mismatch,H,V,Tire,1,3,3_32
2451,32,2,0.686,33,Mismatch,H,V,Tire,1,3,3_33
