,index,response,rt,ppt_idx,accuracy,match,media_condition,sent_condition,item,object,list,ppt_id
441,11,2,2.118,12,1,match,a,a,41,egg,1,1_12
442,12,2,1.152,13,1,match,a,a,41,egg,1,1_13
443,13,2,0.541,14,1,match,a,a,41,egg,1,1_14
444,14,2,1.284,15,1,match,a,a,41,egg,1,1_15
445,15,2,0.48,16,1,match,a,a,41,egg,1,1_16
446,16,2,2.057,17,1,match,a,a,41,egg,1,1_17
447,17,2,0.631,18,1,match,a,a,41,egg,1,1_18
448,18,2,1.628,19,1,match,a,a,41,egg,1,1_19
449,19,2,2.107,20,1,match,a,a,41,egg,1,1_20
450,20,2,1.038,21,1,match,a,a,41,egg,1,1_21
451,21,2,0.798,22,1,match,a,a,41,egg,1,1_22
452,22,2,6.219,23,1,match,a,a,41,egg,1,1_23
453,23,2,0.743,24,1,match,a,a,41,egg,1,1_24
454,24,2,0.795,25,1,match,a,a,41,egg,1,1_25
455,25,2,1.935,26,1,match,a,a,41,egg,1,1_26
456,26,2,1.748,27,1,match,a,a,41,egg,1,1_27
457,27,2,1.426,28,1,match,a,a,41,egg,1,1_28
458,28,1, ,29,0,match,a,a,41,egg,1,1_29
459,29,2,0.522,30,1,match,a,a,41,egg,1,1_30
460,30,2,1.358,31,1,match,a,a,41,egg,1,1_31
461,31,2,0.906,32,1,match,a,a,41,egg,1,1_32
462,32,2,0.919,33,1,match,a,a,41,egg,1,1_33
463,33,2,1.008,34,1,match,a,a,41,egg,1,1_34
464,34,2,2.167,35,1,match,a,a,41,egg,1,1_35
465,35,2,0.546,36,1,match,a,a,41,egg,1,1_36
466,36,2,1.964,37,1,match,a,a,41,egg,1,1_37
467,37,2,0.74,38,1,match,a,a,41,egg,1,1_38
468,38,2,1.145,39,1,match,a,a,41,egg,1,1_39
469,39,2,0.916,40,1,match,a,a,41,egg,1,1_40
470,40,2,1.176,41,1,match,a,a,41,egg,1,1_41
471,41,2,0.94,42,1,match,a,a,41,egg,1,1_42
472,42,2,1.288,43,1,match,a,a,41,egg,1,1_43
473,0,2,0.593,1,1,match,a,a,55,corn,1,1_1
474,1,2,0.985,2,1,match,a,a,55,corn,1,1_2
475,2,2,0.674,3,1,match,a,a,55,corn,1,1_3
476,3,2,0.63,4,1,match,a,a,55,corn,1,1_4
477,4,2,0.454,5,1,match,a,a,55,corn,1,1_5
478,5,2,0.492,6,1,match,a,a,55,corn,1,1_6
479,6,2,4.949,7,1,match,a,a,55,corn,1,1_7
480,7,2,2.225,8,1,match,a,a,55,corn,1,1_8
481,8,2,0.65,9,1,match,a,a,55,corn,1,1_9
482,9,2,1.453,10,1,match,a,a,55,corn,1,1_10
483,10,2,3.641,11,1,match,a,a,55,corn,1,1_11
484,11,2,2.247,12,1,match,a,a,55,corn,1,1_12
485,12,1, ,13,0,match,a,a,55,corn,1,1_13
486,13,2,0.601,14,1,match,a,a,55,corn,1,1_14
487,14,2,0.61,15,1,match,a,a,55,corn,1,1_15
488,15,2,0.589,16,1,match,a,a,55,corn,1,1_16
489,16,2,1.185,17,1,match,a,a,55,corn,1,1_17
490,17,2,0.702,18,1,match,a,a,55,corn,1,1_18
491,18,2,0.729,19,1,match,a,a,55,corn,1,1_19
492,19,2,1.459,20,1,match,a,a,55,corn,1,1_20
493,20,2,1.77,21,1,match,a,a,55,corn,1,1_21
494,21,2,0.835,22,1,match,a,a,55,corn,1,1_22
495,22,2,1.656,23,1,match,a,a,55,corn,1,1_23
496,23,2,0.785,24,1,match,a,a,55,corn,1,1_24
497,24,2,0.577,25,1,match,a,a,55,corn,1,1_25
498,25,2,0.91,26,1,match,a,a,55,corn,1,1_26
499,26,2,1.532,27,1,match,a,a,55,corn,1,1_27
500,27,2,0.754,28,1,match,a,a,55,corn,1,1_28
501,28,2,1.247,29,1,match,a,a,55,corn,1,1_29
502,29,2,0.798,30,1,match,a,a,55,corn,1,1_30
503,30,2,0.729,31,1,match,a,a,55,corn,1,1_31
504,31,2,1.126,32,1,match,a,a,55,corn,1,1_32
505,32,2,0.683,33,1,match,a,a,55,corn,1,1_33
506,33,2,1.09,34,1,match,a,a,55,corn,1,1_34
507,34,2,7.401,35,1,match,a,a,55,corn,1,1_35
508,35,2,1.76,36,1,match,a,a,55,corn,1,1_36
509,36,2,1.325,37,1,match,a,a,55,corn,1,1_37
510,37,2,1.568,38,1,match,a,a,55,corn,1,1_38
511,38,2,0.754,39,1,match,a,a,55,corn,1,1_39
512,39,2,0.926,40,1,match,a,a,55,corn,1,1_40
513,40,2,1.415,41,1,match,a,a,55,corn,1,1_41
514,41,2,1.63,42,1,match,a,a,55,corn,1,1_42
515,42,2,1.608,43,1,match,a,a,55,corn,1,1_43
516,0,2,0.548,1,1,mismatch,b,a,45,sailboat,1,1_1
517,1,2,0.717,2,1,mismatch,b,a,45,sailboat,1,1_2
518,2,2,0.682,3,1,mismatch,b,a,45,sailboat,1,1_3
519,3,2,0.493,4,1,mismatch,b,a,45,sailboat,1,1_4
520,4,2,1.486,5,1,mismatch,b,a,45,sailboat,1,1_5
521,5,2,0.534,6,1,mismatch,b,a,45,sailboat,1,1_6
522,6,2,7.272,7,1,mismatch,b,a,45,sailboat,1,1_7
523,7,2,0.66,8,1,mismatch,b,a,45,sailboat,1,1_8
524,8,2,0.874,9,1,mismatch,b,a,45,sailboat,1,1_9
525,9,2,3.406,10,1,mismatch,b,a,45,sailboat,1,1_10
526,10,2,1.071,11,1,mismatch,b,a,45,sailboat,1,1_11
527,11,2,1.619,12,1,mismatch,b,a,45,sailboat,1,1_12
528,12,2,1.365,13,1,mismatch,b,a,45,sailboat,1,1_13
529,13,2,0.999,14,1,mismatch,b,a,45,sailboat,1,1_14
530,14,2,0.599,15,1,mismatch,b,a,45,sailboat,1,1_15
531,15,2,0.753,16,1,mismatch,b,a,45,sailboat,1,1_16
532,16,2,1.365,17,1,mismatch,b,a,45,sailboat,1,1_17
533,17,2,0.678,18,1,mismatch,b,a,45,sailboat,1,1_18
534,18,2,1.72,19,1,mismatch,b,a,45,sailboat,1,1_19
535,19,2,3.314,20,1,mismatch,b,a,45,sailboat,1,1_20
536,20,2,0.947,21,1,mismatch,b,a,45,sailboat,1,1_21
537,21,2,1.211,22,1,mismatch,b,a,45,sailboat,1,1_22
538,22,2,5.234,23,1,mismatch,b,a,45,sailboat,1,1_23
539,23,2,0.824,24,1,mismatch,b,a,45,sailboat,1,1_24
540,24,2,0.697,25,1,mismatch,b,a,45,sailboat,1,1_25
541,25,2,1.083,26,1,mismatch,b,a,45,sailboat,1,1_26
542,26,2,1.837,27,1,mismatch,b,a,45,sailboat,1,1_27
543,27,2,1.039,28,1,mismatch,b,a,45,sailboat,1,1_28
544,28,2,1.222,29,1,mismatch,b,a,45,sailboat,1,1_29
545,29,2,0.689,30,1,mismatch,b,a,45,sailboat,1,1_30
546,30,2,0.786,31,1,mismatch,b,a,45,sailboat,1,1_31
547,31,2,1.814,32,1,mismatch,b,a,45,sailboat,1,1_32
548,32,2,0.744,33,1,mismatch,b,a,45,sailboat,1,1_33
549,33,2,0.793,34,1,mismatch,b,a,45,sailboat,1,1_34
550,34,2,1.591,35,1,mismatch,b,a,45,sailboat,1,1_35
551,35,2,2.971,36,1,mismatch,b,a,45,sailboat,1,1_36
552,36,2,0.742,37,1,mismatch,b,a,45,sailboat,1,1_37
553,37,2,0.863,38,1,mismatch,b,a,45,sailboat,1,1_38
554,38,2,0.662,39,1,mismatch,b,a,45,sailboat,1,1_39
555,39,2,0.44,40,1,mismatch,b,a,45,sailboat,1,1_40
556,40,2,1.211,41,1,mismatch,b,a,45,sailboat,1,1_41
557,41,2,1.531,42,1,mismatch,b,a,45,sailboat,1,1_42
558,42,2,0.507,43,1,mismatch,b,a,45,sailboat,1,1_43
559,0,2,0.664,1,1,mismatch,b,a,58,shirt,1,1_1
560,1,2,1.35,2,1,mismatch,b,a,58,shirt,1,1_2
561,2,2,0.843,3,1,mismatch,b,a,58,shirt,1,1_3
562,3,2,0.511,4,1,mismatch,b,a,58,shirt,1,1_4
563,4,2,0.621,5,1,mismatch,b,a,58,shirt,1,1_5
564,5,2,0.741,6,1,mismatch,b,a,58,shirt,1,1_6
565,6,2,8.238,7,1,mismatch,b,a,58,shirt,1,1_7
566,7,2,3.773,8,1,mismatch,b,a,58,shirt,1,1_8
567,8,2,0.553,9,1,mismatch,b,a,58,shirt,1,1_9
568,9,2,2.891,10,1,mismatch,b,a,58,shirt,1,1_10
569,10,2,1.265,11,1,mismatch,b,a,58,shirt,1,1_11
570,11,2,1.917,12,1,mismatch,b,a,58,shirt,1,1_12
571,12,2,1.486,13,1,mismatch,b,a,58,shirt,1,1_13
572,13,2,0.63,14,1,mismatch,b,a,58,shirt,1,1_14
573,14,2,1.391,15,1,mismatch,b,a,58,shirt,1,1_15
574,15,2,0.487,16,1,mismatch,b,a,58,shirt,1,1_16
575,16,2,1.412,17,1,mismatch,b,a,58,shirt,1,1_17
576,17,2,0.583,18,1,mismatch,b,a,58,shirt,1,1_18
577,18,2,1.697,19,1,mismatch,b,a,58,shirt,1,1_19
578,19,2,2.221,20,1,mismatch,b,a,58,shirt,1,1_20
579,20,2,1.19,21,1,mismatch,b,a,58,shirt,1,1_21
580,21,2,0.942,22,1,mismatch,b,a,58,shirt,1,1_22
581,22,1, ,23,0,mismatch,b,a,58,shirt,1,1_23
582,23,2,0.633,24,1,mismatch,b,a,58,shirt,1,1_24
583,24,2,0.678,25,1,mismatch,b,a,58,shirt,1,1_25
584,25,2,0.727,26,1,mismatch,b,a,58,shirt,1,1_26
585,26,2,3.055,27,1,mismatch,b,a,58,shirt,1,1_27
586,27,2,2.088,28,1,mismatch,b,a,58,shirt,1,1_28
587,28,1, ,29,0,mismatch,b,a,58,shirt,1,1_29
588,29,2,1.114,30,1,mismatch,b,a,58,shirt,1,1_30
589,30,2,0.694,31,1,mismatch,b,a,58,shirt,1,1_31
590,31,2,1.003,32,1,mismatch,b,a,58,shirt,1,1_32
591,32,2,0.954,33,1,mismatch,b,a,58,shirt,1,1_33
592,33,2,1.354,34,1,mismatch,b,a,58,shirt,1,1_34
593,34,2,1.632,35,1,mismatch,b,a,58,shirt,1,1_35
594,35,2,1.407,36,1,mismatch,b,a,58,shirt,1,1_36
595,36,2,1.179,37,1,mismatch,b,a,58,shirt,1,1_37
596,37,2,1.005,38,1,mismatch,b,a,58,shirt,1,1_38
597,38,2,0.882,39,1,mismatch,b,a,58,shirt,1,1_39
598,39,2,0.598,40,1,mismatch,b,a,58,shirt,1,1_40
599,40,2,1.663,41,1,mismatch,b,a,58,shirt,1,1_41
600,41,2,1.56,42,1,mismatch,b,a,58,shirt,1,1_42
601,42,2,0.833,43,1,mismatch,b,a,58,shirt,1,1_43
602,0,2,0.778,1,1,mismatch,b,a,60,tissue,1,1_1
603,1,2,2.659,2,1,mismatch,b,a,60,tissue,1,1_2
604,2,2,1.868,3,1,mismatch,b,a,60,tissue,1,1_3
605,3,2,1.147,4,1,mismatch,b,a,60,tissue,1,1_4
606,4,2,1.791,5,1,mismatch,b,a,60,tissue,1,1_5
607,5,2,1.37,6,1,mismatch,b,a,60,tissue,1,1_6
608,6,1, ,7,0,mismatch,b,a,60,tissue,1,1_7
609,7,2,4.459,8,1,mismatch,b,a,60,tissue,1,1_8
610,8,1, ,9,0,mismatch,b,a,60,tissue,1,1_9
611,9,2,3.422,10,1,mismatch,b,a,60,tissue,1,1_10
612,10,2,4.413,11,1,mismatch,b,a,60,tissue,1,1_11
613,11,2,4.81,12,1,mismatch,b,a,60,tissue,1,1_12
614,12,2,1.708,13,1,mismatch,b,a,60,tissue,1,1_13
615,13,2,0.853,14,1,mismatch,b,a,60,tissue,1,1_14
616,14,1, ,15,0,mismatch,b,a,60,tissue,1,1_15
617,15,2,1.268,16,1,mismatch,b,a,60,tissue,1,1_16
618,16,2,1.499,17,1,mismatch,b,a,60,tissue,1,1_17
619,17,2,1.254,18,1,mismatch,b,a,60,tissue,1,1_18
620,18,1, ,19,0,mismatch,b,a,60,tissue,1,1_19
621,19,2,5.45,20,1,mismatch,b,a,60,tissue,1,1_20
622,20,2,1.384,21,1,mismatch,b,a,60,tissue,1,1_21
623,21,2,0.867,22,1,mismatch,b,a,60,tissue,1,1_22
624,22,2,5.906,23,1,mismatch,b,a,60,tissue,1,1_23
625,23,2,1.02,24,1,mismatch,b,a,60,tissue,1,1_24
626,24,2,1.165,25,1,mismatch,b,a,60,tissue,1,1_25
627,25,2,0.798,26,1,mismatch,b,a,60,tissue,1,1_26
628,26,2,2.449,27,1,mismatch,b,a,60,tissue,1,1_27
629,27,2,4.195,28,1,mismatch,b,a,60,tissue,1,1_28
630,28,2,2.141,29,1,mismatch,b,a,60,tissue,1,1_29
631,29,2,4.034,30,1,mismatch,b,a,60,tissue,1,1_30
632,30,1, ,31,0,mismatch,b,a,60,tissue,1,1_31
633,31,2,1.315,32,1,mismatch,b,a,60,tissue,1,1_32
634,32,2,1.382,33,1,mismatch,b,a,60,tissue,1,1_33
635,33,2,1.118,34,1,mismatch,b,a,60,tissue,1,1_34
636,34,2,4.486,35,1,mismatch,b,a,60,tissue,1,1_35
637,35,2,1.224,36,1,mismatch,b,a,60,tissue,1,1_36
638,36,2,1.186,37,1,mismatch,b,a,60,tissue,1,1_37
639,37,1, ,38,0,mismatch,b,a,60,tissue,1,1_38
640,38,2,2.192,39,1,mismatch,b,a,60,tissue,1,1_39
641,39,2,1.516,40,1,mismatch,b,a,60,tissue,1,1_40
642,40,2,3.502,41,1,mismatch,b,a,60,tissue,1,1_41
643,41,2,1.996,42,1,mismatch,b,a,60,tissue,1,1_42
644,42,2,2.133,43,1,mismatch,b,a,60,tissue,1,1_43
645,0,2,0.445,1,1,mismatch,a,b,46,tomato,1,1_1
646,1,2,0.716,2,1,mismatch,a,b,46,tomato,1,1_2
647,2,2,0.94,3,1,mismatch,a,b,46,tomato,1,1_3
648,3,2,0.516,4,1,mismatch,a,b,46,tomato,1,1_4
649,4,2,2.104,5,1,mismatch,a,b,46,tomato,1,1_5
650,5,2,0.687,6,1,mismatch,a,b,46,tomato,1,1_6
651,6,2,1.222,7,1,mismatch,a,b,46,tomato,1,1_7
652,7,2,1.691,8,1,mismatch,a,b,46,tomato,1,1_8
653,8,2,1.092,9,1,mismatch,a,b,46,tomato,1,1_9
654,9,2,0.906,10,1,mismatch,a,b,46,tomato,1,1_10
655,10,2,0.945,11,1,mismatch,a,b,46,tomato,1,1_11
656,11,2,1.858,12,1,mismatch,a,b,46,tomato,1,1_12
657,12,2,1.179,13,1,mismatch,a,b,46,tomato,1,1_13
658,13,2,0.466,14,1,mismatch,a,b,46,tomato,1,1_14
659,14,2,2.48,15,1,mismatch,a,b,46,tomato,1,1_15
660,15,2,1.961,16,1,mismatch,a,b,46,tomato,1,1_16
661,16,2,0.585,17,1,mismatch,a,b,46,tomato,1,1_17
662,17,2,0.742,18,1,mismatch,a,b,46,tomato,1,1_18
663,18,2,1.899,19,1,mismatch,a,b,46,tomato,1,1_19
664,19,2,1.393,20,1,mismatch,a,b,46,tomato,1,1_20
665,20,2,0.951,21,1,mismatch,a,b,46,tomato,1,1_21
666,21,2,0.746,22,1,mismatch,a,b,46,tomato,1,1_22
667,22,2,1.657,23,1,mismatch,a,b,46,tomato,1,1_23
668,23,2,1.678,24,1,mismatch,a,b,46,tomato,1,1_24
669,24,2,0.772,25,1,mismatch,a,b,46,tomato,1,1_25
670,25,2,0.647,26,1,mismatch,a,b,46,tomato,1,1_26
671,26,2,0.919,27,1,mismatch,a,b,46,tomato,1,1_27
672,27,2,0.89,28,1,mismatch,a,b,46,tomato,1,1_28
673,28,2,1.174,29,1,mismatch,a,b,46,tomato,1,1_29
674,29,2,0.764,30,1,mismatch,a,b,46,tomato,1,1_30
675,30,2,1.355,31,1,mismatch,a,b,46,tomato,1,1_31
676,31,2,1.127,32,1,mismatch,a,b,46,tomato,1,1_32
677,32,2,0.572,33,1,mismatch,a,b,46,tomato,1,1_33
678,33,2,0.881,34,1,mismatch,a,b,46,tomato,1,1_34
679,34,2,1.71,35,1,mismatch,a,b,46,tomato,1,1_35
680,35,2,0.755,36,1,mismatch,a,b,46,tomato,1,1_36
681,36,2,1.231,37,1,mismatch,a,b,46,tomato,1,1_37
682,37,2,0.803,38,1,mismatch,a,b,46,tomato,1,1_38
683,38,2,0.911,39,1,mismatch,a,b,46,tomato,1,1_39
684,39,2,0.546,40,1,mismatch,a,b,46,tomato,1,1_40
685,40,2,1.161,41,1,mismatch,a,b,46,tomato,1,1_41
686,41,2,0.954,42,1,mismatch,a,b,46,tomato,1,1_42
687,42,2,0.629,43,1,mismatch,a,b,46,tomato,1,1_43
688,0,2,0.845,1,1,mismatch,a,b,51,towel,1,1_1
689,1,2,0.873,2,1,mismatch,a,b,51,towel,1,1_2
690,2,2,0.535,3,1,mismatch,a,b,51,towel,1,1_3
691,3,2,0.68,4,1,mismatch,a,b,51,towel,1,1_4
692,4,2,1.002,5,1,mismatch,a,b,51,towel,1,1_5
693,5,2,0.641,6,1,mismatch,a,b,51,towel,1,1_6
694,6,2,1.53,7,1,mismatch,a,b,51,towel,1,1_7
695,7,2,0.682,8,1,mismatch,a,b,51,towel,1,1_8
696,8,2,0.599,9,1,mismatch,a,b,51,towel,1,1_9
697,9,2,7.453,10,1,mismatch,a,b,51,towel,1,1_10
698,10,2,1.294,11,1,mismatch,a,b,51,towel,1,1_11
699,11,2,1.631,12,1,mismatch,a,b,51,towel,1,1_12
700,12,2,1.639,13,1,mismatch,a,b,51,towel,1,1_13
701,13,2,0.546,14,1,mismatch,a,b,51,towel,1,1_14
702,14,2,0.983,15,1,mismatch,a,b,51,towel,1,1_15
703,15,1, ,16,0,mismatch,a,b,51,towel,1,1_16
704,16,2,0.735,17,1,mismatch,a,b,51,towel,1,1_17
705,17,2,0.779,18,1,mismatch,a,b,51,towel,1,1_18
706,18,2,1.102,19,1,mismatch,a,b,51,towel,1,1_19
707,19,2,1.43,20,1,mismatch,a,b,51,towel,1,1_20
708,20,2,0.965,21,1,mismatch,a,b,51,towel,1,1_21
709,21,2,0.613,22,1,mismatch,a,b,51,towel,1,1_22
710,22,2,1.157,23,1,mismatch,a,b,51,towel,1,1_23
711,23,2,0.626,24,1,mismatch,a,b,51,towel,1,1_24
712,24,2,0.733,25,1,mismatch,a,b,51,towel,1,1_25
713,25,2,0.967,26,1,mismatch,a,b,51,towel,1,1_26
714,26,2,1.535,27,1,mismatch,a,b,51,towel,1,1_27
715,27,2,1.12,28,1,mismatch,a,b,51,towel,1,1_28
716,28,2,1.88,29,1,mismatch,a,b,51,towel,1,1_29
717,29,2,0.717,30,1,mismatch,a,b,51,towel,1,1_30
718,30,2,1.037,31,1,mismatch,a,b,51,towel,1,1_31
719,31,2,0.805,32,1,mismatch,a,b,51,towel,1,1_32
720,32,2,0.868,33,1,mismatch,a,b,51,towel,1,1_33
721,33,2,0.885,34,1,mismatch,a,b,51,towel,1,1_34
722,34,2,0.552,35,1,mismatch,a,b,51,towel,1,1_35
723,35,2,1.484,36,1,mismatch,a,b,51,towel,1,1_36
724,36,2,0.767,37,1,mismatch,a,b,51,towel,1,1_37
725,37,2,0.95,38,1,mismatch,a,b,51,towel,1,1_38
726,38,2,0.857,39,1,mismatch,a,b,51,towel,1,1_39
727,39,2,0.492,40,1,mismatch,a,b,51,towel,1,1_40
728,40,2,1.784,41,1,mismatch,a,b,51,towel,1,1_41
729,41,2,0.594,42,1,mismatch,a,b,51,towel,1,1_42
730,42,2,0.93,43,1,mismatch,a,b,51,towel,1,1_43
731,0,2,0.355,1,1,mismatch,a,b,52,watermelon,1,1_1
732,1,2,0.807,2,1,mismatch,a,b,52,watermelon,1,1_2
733,2,2,0.39,3,1,mismatch,a,b,52,watermelon,1,1_3
734,3,2,0.441,4,1,mismatch,a,b,52,watermelon,1,1_4
735,4,2,1.404,5,1,mismatch,a,b,52,watermelon,1,1_5
736,5,2,0.411,6,1,mismatch,a,b,52,watermelon,1,1_6
737,6,2,0.947,7,1,mismatch,a,b,52,watermelon,1,1_7
738,7,2,27.576,8,1,mismatch,a,b,52,watermelon,1,1_8
739,8,2,0.271,9,1,mismatch,a,b,52,watermelon,1,1_9
740,9,2,1.203,10,1,mismatch,a,b,52,watermelon,1,1_10
741,10,2,1.25,11,1,mismatch,a,b,52,watermelon,1,1_11
742,11,2,2.708,12,1,mismatch,a,b,52,watermelon,1,1_12
743,12,2,1.313,13,1,mismatch,a,b,52,watermelon,1,1_13
744,13,2,0.31,14,1,mismatch,a,b,52,watermelon,1,1_14
745,14,2,0.825,15,1,mismatch,a,b,52,watermelon,1,1_15
746,15,2,0.495,16,1,mismatch,a,b,52,watermelon,1,1_16
747,16,2,1.037,17,1,mismatch,a,b,52,watermelon,1,1_17
748,17,2,0.594,18,1,mismatch,a,b,52,watermelon,1,1_18
749,18,2,1,19,1,mismatch,a,b,52,watermelon,1,1_19
750,19,2,3.726,20,1,mismatch,a,b,52,watermelon,1,1_20
751,20,2,1.324,21,1,mismatch,a,b,52,watermelon,1,1_21
752,21,2,0.541,22,1,mismatch,a,b,52,watermelon,1,1_22
753,22,2,1.422,23,1,mismatch,a,b,52,watermelon,1,1_23
754,23,2,0.458,24,1,mismatch,a,b,52,watermelon,1,1_24
755,24,2,0.521,25,1,mismatch,a,b,52,watermelon,1,1_25
756,25,2,0.524,26,1,mismatch,a,b,52,watermelon,1,1_26
757,26,2,1.776,27,1,mismatch,a,b,52,watermelon,1,1_27
758,27,2,1.092,28,1,mismatch,a,b,52,watermelon,1,1_28
759,28,2,1.068,29,1,mismatch,a,b,52,watermelon,1,1_29
760,29,2,1.276,30,1,mismatch,a,b,52,watermelon,1,1_30
761,30,2,1.189,31,1,mismatch,a,b,52,watermelon,1,1_31
762,31,2,0.796,32,1,mismatch,a,b,52,watermelon,1,1_32
763,32,2,0.862,33,1,mismatch,a,b,52,watermelon,1,1_33
764,33,2,0.868,34,1,mismatch,a,b,52,watermelon,1,1_34
765,34,2,0.901,35,1,mismatch,a,b,52,watermelon,1,1_35
766,35,2,0.358,36,1,mismatch,a,b,52,watermelon,1,1_36
767,36,2,0.474,37,1,mismatch,a,b,52,watermelon,1,1_37
768,37,2,0.648,38,1,mismatch,a,b,52,watermelon,1,1_38
769,38,2,1.091,39,1,mismatch,a,b,52,watermelon,1,1_39
770,39,2,0.483,40,1,mismatch,a,b,52,watermelon,1,1_40
771,40,2,1.187,41,1,mismatch,a,b,52,watermelon,1,1_41
772,41,2,0.67,42,1,mismatch,a,b,52,watermelon,1,1_42
773,42,2,0.541,43,1,mismatch,a,b,52,watermelon,1,1_43
774,0,2,0.594,1,1,mismatch,b,a,59,spaghetti,1,1_1
775,1,2,1.037,2,1,mismatch,b,a,59,spaghetti,1,1_2
776,2,2,0.615,3,1,mismatch,b,a,59,spaghetti,1,1_3
777,3,2,0.525,4,1,mismatch,b,a,59,spaghetti,1,1_4
778,4,2,1.186,5,1,mismatch,b,a,59,spaghetti,1,1_5
779,5,2,0.628,6,1,mismatch,b,a,59,spaghetti,1,1_6
780,6,1, ,7,0,mismatch,b,a,59,spaghetti,1,1_7
781,7,2,2.443,8,1,mismatch,b,a,59,spaghetti,1,1_8
782,8,2,1.423,9,1,mismatch,b,a,59,spaghetti,1,1_9
783,9,2,1.703,10,1,mismatch,b,a,59,spaghetti,1,1_10
784,10,2,1.661,11,1,mismatch,b,a,59,spaghetti,1,1_11
785,11,2,0.98,12,1,mismatch,b,a,59,spaghetti,1,1_12
786,12,2,1.787,13,1,mismatch,b,a,59,spaghetti,1,1_13
787,13,2,0.835,14,1,mismatch,b,a,59,spaghetti,1,1_14
788,14,2,1.356,15,1,mismatch,b,a,59,spaghetti,1,1_15
789,15,2,0.488,16,1,mismatch,b,a,59,spaghetti,1,1_16
790,16,2,0.855,17,1,mismatch,b,a,59,spaghetti,1,1_17
791,17,2,0.773,18,1,mismatch,b,a,59,spaghetti,1,1_18
792,18,2,0.742,19,1,mismatch,b,a,59,spaghetti,1,1_19
793,19,2,2.002,20,1,mismatch,b,a,59,spaghetti,1,1_20
794,20,2,2.366,21,1,mismatch,b,a,59,spaghetti,1,1_21
795,21,2,0.579,22,1,mismatch,b,a,59,spaghetti,1,1_22
796,22,1, ,23,0,mismatch,b,a,59,spaghetti,1,1_23
797,23,2,0.667,24,1,mismatch,b,a,59,spaghetti,1,1_24
798,24,2,1.072,25,1,mismatch,b,a,59,spaghetti,1,1_25
799,25,2,0.877,26,1,mismatch,b,a,59,spaghetti,1,1_26
800,26,1, ,27,0,mismatch,b,a,59,spaghetti,1,1_27
801,27,2,2.104,28,1,mismatch,b,a,59,spaghetti,1,1_28
802,28,2,1.451,29,1,mismatch,b,a,59,spaghetti,1,1_29
803,29,2,0.916,30,1,mismatch,b,a,59,spaghetti,1,1_30
804,30,1, ,31,0,mismatch,b,a,59,spaghetti,1,1_31
805,31,2,1.861,32,1,mismatch,b,a,59,spaghetti,1,1_32
806,32,2,1.11,33,1,mismatch,b,a,59,spaghetti,1,1_33
807,33,2,2.363,34,1,mismatch,b,a,59,spaghetti,1,1_34
808,34,2,1.049,35,1,mismatch,b,a,59,spaghetti,1,1_35
809,35,2,2.118,36,1,mismatch,b,a,59,spaghetti,1,1_36
810,36,2,1.497,37,1,mismatch,b,a,59,spaghetti,1,1_37
811,37,2,0.837,38,1,mismatch,b,a,59,spaghetti,1,1_38
812,38,2,0.657,39,1,mismatch,b,a,59,spaghetti,1,1_39
813,39,2,0.526,40,1,mismatch,b,a,59,spaghetti,1,1_40
814,40,2,1.548,41,1,mismatch,b,a,59,spaghetti,1,1_41
815,41,2,0.536,42,1,mismatch,b,a,59,spaghetti,1,1_42
816,42,2,1.78,43,1,mismatch,b,a,59,spaghetti,1,1_43
817,0,2,1.068,1,1,mismatch,b,a,49,lemon,1,1_1
818,1,2,0.836,2,1,mismatch,b,a,49,lemon,1,1_2
819,2,2,0.324,3,1,mismatch,b,a,49,lemon,1,1_3
820,3,2,0.532,4,1,mismatch,b,a,49,lemon,1,1_4
821,4,2,1.001,5,1,mismatch,b,a,49,lemon,1,1_5
822,5,2,0.388,6,1,mismatch,b,a,49,lemon,1,1_6
823,6,2,9.545,7,1,mismatch,b,a,49,lemon,1,1_7
824,7,2,1.178,8,1,mismatch,b,a,49,lemon,1,1_8
825,8,2,1.462,9,1,mismatch,b,a,49,lemon,1,1_9
826,9,2,1.016,10,1,mismatch,b,a,49,lemon,1,1_10
827,10,2,2.913,11,1,mismatch,b,a,49,lemon,1,1_11
828,11,2,5.108,12,1,mismatch,b,a,49,lemon,1,1_12
829,12,2,1.048,13,1,mismatch,b,a,49,lemon,1,1_13
830,13,2,1.003,14,1,mismatch,b,a,49,lemon,1,1_14
831,14,2,3.211,15,1,mismatch,b,a,49,lemon,1,1_15
832,15,2,1.645,16,1,mismatch,b,a,49,lemon,1,1_16
833,16,2,1.464,17,1,mismatch,b,a,49,lemon,1,1_17
834,17,2,1.169,18,1,mismatch,b,a,49,lemon,1,1_18
835,18,1, ,19,0,mismatch,b,a,49,lemon,1,1_19
836,19,2,1.846,20,1,mismatch,b,a,49,lemon,1,1_20
837,20,2,2.337,21,1,mismatch,b,a,49,lemon,1,1_21
838,21,2,0.813,22,1,mismatch,b,a,49,lemon,1,1_22
839,22,2,1.485,23,1,mismatch,b,a,49,lemon,1,1_23
840,23,1, ,24,0,mismatch,b,a,49,lemon,1,1_24
841,24,2,0.801,25,1,mismatch,b,a,49,lemon,1,1_25
842,25,2,1.031,26,1,mismatch,b,a,49,lemon,1,1_26
843,26,2,2.501,27,1,mismatch,b,a,49,lemon,1,1_27
844,27,2,8.029,28,1,mismatch,b,a,49,lemon,1,1_28
