,index,response,rt,ppt_idx,accuracy,match,media_condition,sent_condition,item,object,list,ppt_id
2137,30,2,2.418,31,1,mismatch,b,a,43,newspaper,2,2_31
2138,31,2,1.153,32,1,mismatch,b,a,43,newspaper,2,2_32
2139,32,2,0.615,33,1,mismatch,b,a,43,newspaper,2,2_33
2140,33,2,0.617,34,1,mismatch,b,a,43,newspaper,2,2_34
2141,34,2,1.054,35,1,mismatch,b,a,43,newspaper,2,2_35
2142,35,2,1.52,36,1,mismatch,b,a,43,newspaper,2,2_36
2143,36,2,0.672,37,1,mismatch,b,a,43,newspaper,2,2_37
2144,37,2,0.775,38,1,mismatch,b,a,43,newspaper,2,2_38
2145,38,2,0.637,39,1,mismatch,b,a,43,newspaper,2,2_39
2146,39,2,0.648,40,1,mismatch,b,a,43,newspaper,2,2_40
2147,40,2,0.54,41,1,mismatch,b,a,43,newspaper,2,2_41
2148,41,2,1.533,42,1,mismatch,b,a,43,newspaper,2,2_42
2149,42,2,0.929,43,1,mismatch,b,a,43,newspaper,2,2_43
2150,0,2,1.134,1,1,mismatch,b,a,44,pineapple,2,2_1
2151,1,2,0.963,2,1,mismatch,b,a,44,pineapple,2,2_2
2152,2,2,1.014,3,1,mismatch,b,a,44,pineapple,2,2_3
2153,3,2,0.974,4,1,mismatch,b,a,44,pineapple,2,2_4
2154,4,2,1.957,5,1,mismatch,b,a,44,pineapple,2,2_5
2155,5,2,0.908,6,1,mismatch,b,a,44,pineapple,2,2_6
2156,6,2,1.046,7,1,mismatch,b,a,44,pineapple,2,2_7
2157,7,2,1.088,8,1,mismatch,b,a,44,pineapple,2,2_8
2158,8,2,0.952,9,1,mismatch,b,a,44,pineapple,2,2_9
2159,9,2,1.58,10,1,mismatch,b,a,44,pineapple,2,2_10
2160,10,2,1.118,11,1,mismatch,b,a,44,pineapple,2,2_11
2161,11,2,1.318,12,1,mismatch,b,a,44,pineapple,2,2_12
2162,12,2,1.668,13,1,mismatch,b,a,44,pineapple,2,2_13
2163,13,2,0.982,14,1,mismatch,b,a,44,pineapple,2,2_14
2164,14,2,0.911,15,1,mismatch,b,a,44,pineapple,2,2_15
2165,15,2,1.051,16,1,mismatch,b,a,44,pineapple,2,2_16
2166,16,2,0.902,17,1,mismatch,b,a,44,pineapple,2,2_17
2167,17,2,1.686,18,1,mismatch,b,a,44,pineapple,2,2_18
2168,18,2,0.909,19,1,mismatch,b,a,44,pineapple,2,2_19
2169,19,2,0.617,20,1,mismatch,b,a,44,pineapple,2,2_20
2170,20,2,2.325,21,1,mismatch,b,a,44,pineapple,2,2_21
2171,21,2,1.586,22,1,mismatch,b,a,44,pineapple,2,2_22
2172,22,2,0.991,23,1,mismatch,b,a,44,pineapple,2,2_23
2173,23,2,0.804,24,1,mismatch,b,a,44,pineapple,2,2_24
2174,24,2,0.672,25,1,mismatch,b,a,44,pineapple,2,2_25
2175,25,2,0.98,26,1,mismatch,b,a,44,pineapple,2,2_26
2176,26,2,1.056,27,1,mismatch,b,a,44,pineapple,2,2_27
2177,27,2,2.589,28,1,mismatch,b,a,44,pineapple,2,2_28
2178,28,2,2.318,29,1,mismatch,b,a,44,pineapple,2,2_29
2179,29,2,0.757,30,1,mismatch,b,a,44,pineapple,2,2_30
2180,30,2,1.283,31,1,mismatch,b,a,44,pineapple,2,2_31
2181,31,2,5.471,32,1,mismatch,b,a,44,pineapple,2,2_32
2182,32,2,1.75,33,1,mismatch,b,a,44,pineapple,2,2_33
2183,33,2,1.016,34,1,mismatch,b,a,44,pineapple,2,2_34
2184,34,2,1.04,35,1,mismatch,b,a,44,pineapple,2,2_35
2185,35,2,1.863,36,1,mismatch,b,a,44,pineapple,2,2_36
2186,36,2,2.062,37,1,mismatch,b,a,44,pineapple,2,2_37
2187,37,2,1.779,38,1,mismatch,b,a,44,pineapple,2,2_38
2188,38,2,1.117,39,1,mismatch,b,a,44,pineapple,2,2_39
2189,39,2,0.895,40,1,mismatch,b,a,44,pineapple,2,2_40
2190,40,2,1.729,41,1,mismatch,b,a,44,pineapple,2,2_41
2191,41,2,1.469,42,1,mismatch,b,a,44,pineapple,2,2_42
2192,42,2,0.94,43,1,mismatch,b,a,44,pineapple,2,2_43
2193,0,2,0.669,1,1,mismatch,a,b,50,onion,2,2_1
2194,1,2,1.188,2,1,mismatch,a,b,50,onion,2,2_2
2195,2,2,0.656,3,1,mismatch,a,b,50,onion,2,2_3
2196,3,2,0.432,4,1,mismatch,a,b,50,onion,2,2_4
2197,4,2,1.414,5,1,mismatch,a,b,50,onion,2,2_5
2198,5,2,0.546,6,1,mismatch,a,b,50,onion,2,2_6
2199,6,2,1.305,7,1,mismatch,a,b,50,onion,2,2_7
2200,7,2,1.681,8,1,mismatch,a,b,50,onion,2,2_8
2201,8,2,0.67,9,1,mismatch,a,b,50,onion,2,2_9
2202,9,2,0.103,10,1,mismatch,a,b,50,onion,2,2_10
2203,10,2,1.614,11,1,mismatch,a,b,50,onion,2,2_11
2204,11,2,1.341,12,1,mismatch,a,b,50,onion,2,2_12
2205,12,2,1.223,13,1,mismatch,a,b,50,onion,2,2_13
2206,13,2,0.597,14,1,mismatch,a,b,50,onion,2,2_14
2207,14,2,1.072,15,1,mismatch,a,b,50,onion,2,2_15
2208,15,2,0.875,16,1,mismatch,a,b,50,onion,2,2_16
2209,16,2,0.75,17,1,mismatch,a,b,50,onion,2,2_17
2210,17,2,0.908,18,1,mismatch,a,b,50,onion,2,2_18
2211,18,2,0.766,19,1,mismatch,a,b,50,onion,2,2_19
2212,19,2,0.583,20,1,mismatch,a,b,50,onion,2,2_20
2213,20,2,1.272,21,1,mismatch,a,b,50,onion,2,2_21
2214,21,2,0.462,22,1,mismatch,a,b,50,onion,2,2_22
2215,22,2,0.881,23,1,mismatch,a,b,50,onion,2,2_23
2216,23,2,0.713,24,1,mismatch,a,b,50,onion,2,2_24
2217,24,2,0.891,25,1,mismatch,a,b,50,onion,2,2_25
2218,25,2,1.437,26,1,mismatch,a,b,50,onion,2,2_26
2219,26,2,0.746,27,1,mismatch,a,b,50,onion,2,2_27
2220,27,2,1.549,28,1,mismatch,a,b,50,onion,2,2_28
2221,28,2,1.329,29,1,mismatch,a,b,50,onion,2,2_29
2222,29,2,0.474,30,1,mismatch,a,b,50,onion,2,2_30
2223,30,2,0.446,31,1,mismatch,a,b,50,onion,2,2_31
2224,31,2,1.062,32,1,mismatch,a,b,50,onion,2,2_32
2225,32,2,0.892,33,1,mismatch,a,b,50,onion,2,2_33
2226,33,2,0.502,34,1,mismatch,a,b,50,onion,2,2_34
2227,34,2,0.803,35,1,mismatch,a,b,50,onion,2,2_35
2228,35,2,1.221,36,1,mismatch,a,b,50,onion,2,2_36
2229,36,2,0.75,37,1,mismatch,a,b,50,onion,2,2_37
2230,37,2,1.109,38,1,mismatch,a,b,50,onion,2,2_38
2231,38,2,0.67,39,1,mismatch,a,b,50,onion,2,2_39
2232,39,2,0.471,40,1,mismatch,a,b,50,onion,2,2_40
2233,40,2,0.923,41,1,mismatch,a,b,50,onion,2,2_41
2234,41,2,1.178,42,1,mismatch,a,b,50,onion,2,2_42
2235,42,2,0.72,43,1,mismatch,a,b,50,onion,2,2_43
2236,0,2,1.206,1,1,mismatch,b,a,39,balloon,3,3_1
2237,1,1, ,2,0,mismatch,b,a,39,balloon,3,3_2
2238,2,2,0.44,3,1,mismatch,b,a,39,balloon,3,3_3
2239,3,2,1.225,4,1,mismatch,b,a,39,balloon,3,3_4
2240,4,2,0.59,5,1,mismatch,b,a,39,balloon,3,3_5
2241,5,2,0.642,6,1,mismatch,b,a,39,balloon,3,3_6
2242,6,2,1.926,7,1,mismatch,b,a,39,balloon,3,3_7
2243,7,2,0.642,8,1,mismatch,b,a,39,balloon,3,3_8
2244,8,2,0.454,9,1,mismatch,b,a,39,balloon,3,3_9
2245,9,2,0.499,10,1,mismatch,b,a,39,balloon,3,3_10
2246,10,2,0.697,11,1,mismatch,b,a,39,balloon,3,3_11
2247,11,2,1.03,12,1,mismatch,b,a,39,balloon,3,3_12
2248,12,2,0.723,13,1,mismatch,b,a,39,balloon,3,3_13
2249,13,2,0.895,14,1,mismatch,b,a,39,balloon,3,3_14
2250,14,2,0.95,15,1,mismatch,b,a,39,balloon,3,3_15
2251,15,2,0.359,16,1,mismatch,b,a,39,balloon,3,3_16
2252,16,2,1.163,17,1,mismatch,b,a,39,balloon,3,3_17
2253,17,2,0.738,18,1,mismatch,b,a,39,balloon,3,3_18
2254,18,1, ,19,0,mismatch,b,a,39,balloon,3,3_19
2255,19,2,0.599,20,1,mismatch,b,a,39,balloon,3,3_20
2256,20,2,0.472,21,1,mismatch,b,a,39,balloon,3,3_21
2257,21,2,1.11,22,1,mismatch,b,a,39,balloon,3,3_22
2258,22,2,0.787,23,1,mismatch,b,a,39,balloon,3,3_23
2259,23,2,0.738,24,1,mismatch,b,a,39,balloon,3,3_24
2260,24,2,0.57,25,1,mismatch,b,a,39,balloon,3,3_25
2261,25,2,0.63,26,1,mismatch,b,a,39,balloon,3,3_26
2262,26,2,3.424,27,1,mismatch,b,a,39,balloon,3,3_27
2263,27,2,0.583,28,1,mismatch,b,a,39,balloon,3,3_28
2264,28,2,0.974,29,1,mismatch,b,a,39,balloon,3,3_29
2265,29,2,0.469,30,1,mismatch,b,a,39,balloon,3,3_30
2266,30,2,0.561,31,1,mismatch,b,a,39,balloon,3,3_31
2267,31,2,0.495,32,1,mismatch,b,a,39,balloon,3,3_32
2268,32,2,0.924,33,1,mismatch,b,a,39,balloon,3,3_33
2269,33,2,1.741,34,1,mismatch,b,a,39,balloon,3,3_34
2270,34,2,1.236,35,1,mismatch,b,a,39,balloon,3,3_35
2271,35,2,1.024,36,1,mismatch,b,a,39,balloon,3,3_36
2272,36,2,1.276,37,1,mismatch,b,a,39,balloon,3,3_37
2273,37,1, ,38,0,mismatch,b,a,39,balloon,3,3_38
2274,38,2,0.798,39,1,mismatch,b,a,39,balloon,3,3_39
2275,39,2,1.828,40,1,mismatch,b,a,39,balloon,3,3_40
2276,40,2,0.722,41,1,mismatch,b,a,39,balloon,3,3_41
2277,41,2,1.967,42,1,mismatch,b,a,39,balloon,3,3_42
2278,42,2,1.092,43,1,mismatch,b,a,39,balloon,3,3_43
2279,0,2,1.323,1,1,mismatch,b,a,47,book,3,3_1
2280,1,2,1.295,2,1,mismatch,b,a,47,book,3,3_2
2281,2,2,0.86,3,1,mismatch,b,a,47,book,3,3_3
2282,3,2,0.78,4,1,mismatch,b,a,47,book,3,3_4
2283,4,2,2.054,5,1,mismatch,b,a,47,book,3,3_5
2284,5,2,0.51,6,1,mismatch,b,a,47,book,3,3_6
2285,6,2,1.895,7,1,mismatch,b,a,47,book,3,3_7
2286,7,2,0.419,8,1,mismatch,b,a,47,book,3,3_8
2287,8,2,0.773,9,1,mismatch,b,a,47,book,3,3_9
2288,9,2,0.532,10,1,mismatch,b,a,47,book,3,3_10
2289,10,2,0.789,11,1,mismatch,b,a,47,book,3,3_11
2290,11,2,1.338,12,1,mismatch,b,a,47,book,3,3_12
2291,12,2,0.659,13,1,mismatch,b,a,47,book,3,3_13
2292,13,2,0.621,14,1,mismatch,b,a,47,book,3,3_14
2293,14,2,0.679,15,1,mismatch,b,a,47,book,3,3_15
2294,15,2,0.483,16,1,mismatch,b,a,47,book,3,3_16
2295,16,2,0.717,17,1,mismatch,b,a,47,book,3,3_17
2296,17,2,0.891,18,1,mismatch,b,a,47,book,3,3_18
2297,18,2,1.17,19,1,mismatch,b,a,47,book,3,3_19
2298,19,2,1.136,20,1,mismatch,b,a,47,book,3,3_20
2299,20,2,0.469,21,1,mismatch,b,a,47,book,3,3_21
2300,21,2,1.671,22,1,mismatch,b,a,47,book,3,3_22
2301,22,2,0.628,23,1,mismatch,b,a,47,book,3,3_23
2302,23,2,0.828,24,1,mismatch,b,a,47,book,3,3_24
2303,24,2,0.723,25,1,mismatch,b,a,47,book,3,3_25
2304,25,2,0.95,26,1,mismatch,b,a,47,book,3,3_26
2305,26,2,1.436,27,1,mismatch,b,a,47,book,3,3_27
2306,27,2,0.739,28,1,mismatch,b,a,47,book,3,3_28
2307,28,2,0.705,29,1,mismatch,b,a,47,book,3,3_29
2308,29,2,0.513,30,1,mismatch,b,a,47,book,3,3_30
2309,30,2,0.624,31,1,mismatch,b,a,47,book,3,3_31
2310,31,2,0.872,32,1,mismatch,b,a,47,book,3,3_32
2311,32,2,1.571,33,1,mismatch,b,a,47,book,3,3_33
2312,33,2,0.946,34,1,mismatch,b,a,47,book,3,3_34
2313,34,2,0.635,35,1,mismatch,b,a,47,book,3,3_35
2314,35,2,0.77,36,1,mismatch,b,a,47,book,3,3_36
2315,36,2,1.252,37,1,mismatch,b,a,47,book,3,3_37
2316,37,2,0.629,38,1,mismatch,b,a,47,book,3,3_38
2317,38,2,0.665,39,1,mismatch,b,a,47,book,3,3_39
2318,39,2,0.547,40,1,mismatch,b,a,47,book,3,3_40
2319,40,2,0.873,41,1,mismatch,b,a,47,book,3,3_41
2320,41,2,1.94,42,1,mismatch,b,a,47,book,3,3_42
2321,42,2,1.092,43,1,mismatch,b,a,47,book,3,3_43
2322,0,2,1.84,1,1,mismatch,b,a,35,airplane,3,3_1
2323,1,2,0.87,2,1,mismatch,b,a,35,airplane,3,3_2
2324,2,2,0.563,3,1,mismatch,b,a,35,airplane,3,3_3
2325,3,2,0.835,4,1,mismatch,b,a,35,airplane,3,3_4
2326,4,2,0.973,5,1,mismatch,b,a,35,airplane,3,3_5
2327,5,2,1.059,6,1,mismatch,b,a,35,airplane,3,3_6
2328,6,1, ,7,0,mismatch,b,a,35,airplane,3,3_7
2329,7,2,0.595,8,1,mismatch,b,a,35,airplane,3,3_8
2330,8,2,0.683,9,1,mismatch,b,a,35,airplane,3,3_9
2331,9,2,0.612,10,1,mismatch,b,a,35,airplane,3,3_10
2332,10,2,0.595,11,1,mismatch,b,a,35,airplane,3,3_11
2333,11,2,1.631,12,1,mismatch,b,a,35,airplane,3,3_12
2334,12,2,0.771,13,1,mismatch,b,a,35,airplane,3,3_13
2335,13,2,0.542,14,1,mismatch,b,a,35,airplane,3,3_14
2336,14,2,0.756,15,1,mismatch,b,a,35,airplane,3,3_15
2337,15,2,0.905,16,1,mismatch,b,a,35,airplane,3,3_16
2338,16,2,0.756,17,1,mismatch,b,a,35,airplane,3,3_17
2339,17,2,0.523,18,1,mismatch,b,a,35,airplane,3,3_18
2340,18,2,0.554,19,1,mismatch,b,a,35,airplane,3,3_19
2341,19,2,1.537,20,1,mismatch,b,a,35,airplane,3,3_20
2342,20,2,0.577,21,1,mismatch,b,a,35,airplane,3,3_21
2343,21,2,0.911,22,1,mismatch,b,a,35,airplane,3,3_22
2344,22,2,0.547,23,1,mismatch,b,a,35,airplane,3,3_23
2345,23,2,0.451,24,1,mismatch,b,a,35,airplane,3,3_24
2346,24,2,0.885,25,1,mismatch,b,a,35,airplane,3,3_25
2347,25,2,0.735,26,1,mismatch,b,a,35,airplane,3,3_26
2348,26,2,1.798,27,1,mismatch,b,a,35,airplane,3,3_27
2349,27,2,2.582,28,1,mismatch,b,a,35,airplane,3,3_28
2350,28,2,0.817,29,1,mismatch,b,a,35,airplane,3,3_29
2351,29,2,0.517,30,1,mismatch,b,a,35,airplane,3,3_30
2352,30,2,0.639,31,1,mismatch,b,a,35,airplane,3,3_31
2353,31,2,0.964,32,1,mismatch,b,a,35,airplane,3,3_32
2354,32,2,1.151,33,1,mismatch,b,a,35,airplane,3,3_33
2355,33,2,1.18,34,1,mismatch,b,a,35,airplane,3,3_34
2356,34,2,0.725,35,1,mismatch,b,a,35,airplane,3,3_35
2357,35,2,0.852,36,1,mismatch,b,a,35,airplane,3,3_36
2358,36,2,4.208,37,1,mismatch,b,a,35,airplane,3,3_37
2359,37,2,0.723,38,1,mismatch,b,a,35,airplane,3,3_38
2360,38,2,0.582,39,1,mismatch,b,a,35,airplane,3,3_39
2361,39,2,3.671,40,1,mismatch,b,a,35,airplane,3,3_40
2362,40,2,0.924,41,1,mismatch,b,a,35,airplane,3,3_41
2363,41,2,1.625,42,1,mismatch,b,a,35,airplane,3,3_42
2364,42,2,0.907,43,1,mismatch,b,a,35,airplane,3,3_43
2365,0,2,2.01,1,1,mismatch,b,a,53,apple,3,3_1
2366,1,2,1.155,2,1,mismatch,b,a,53,apple,3,3_2
2367,2,2,2.421,3,1,mismatch,b,a,53,apple,3,3_3
2368,3,2,1.438,4,1,mismatch,b,a,53,apple,3,3_4
2369,4,2,2.009,5,1,mismatch,b,a,53,apple,3,3_5
2370,5,2,0.783,6,1,mismatch,b,a,53,apple,3,3_6
2371,6,2,1.175,7,1,mismatch,b,a,53,apple,3,3_7
2372,7,2,0.677,8,1,mismatch,b,a,53,apple,3,3_8
2373,8,2,0.688,9,1,mismatch,b,a,53,apple,3,3_9
2374,9,2,0.596,10,1,mismatch,b,a,53,apple,3,3_10
2375,10,2,1.801,11,1,mismatch,b,a,53,apple,3,3_11
2376,11,2,1.221,12,1,mismatch,b,a,53,apple,3,3_12
2377,12,2,0.908,13,1,mismatch,b,a,53,apple,3,3_13
2378,13,2,1.276,14,1,mismatch,b,a,53,apple,3,3_14
2379,14,2,1.176,15,1,mismatch,b,a,53,apple,3,3_15
2380,15,2,0.749,16,1,mismatch,b,a,53,apple,3,3_16
2381,16,2,0.85,17,1,mismatch,b,a,53,apple,3,3_17
2382,17,2,1.141,18,1,mismatch,b,a,53,apple,3,3_18
2383,18,2,2.848,19,1,mismatch,b,a,53,apple,3,3_19
2384,19,2,1.194,20,1,mismatch,b,a,53,apple,3,3_20
2385,20,2,1.046,21,1,mismatch,b,a,53,apple,3,3_21
2386,21,2,0.853,22,1,mismatch,b,a,53,apple,3,3_22
2387,22,2,1.267,23,1,mismatch,b,a,53,apple,3,3_23
2388,23,2,0.589,24,1,mismatch,b,a,53,apple,3,3_24
2389,24,2,1.141,25,1,mismatch,b,a,53,apple,3,3_25
2390,25,2,0.919,26,1,mismatch,b,a,53,apple,3,3_26
2391,26,2,2.162,27,1,mismatch,b,a,53,apple,3,3_27
2392,27,1, ,28,0,mismatch,b,a,53,apple,3,3_28
2393,28,2,2.061,29,1,mismatch,b,a,53,apple,3,3_29
2394,29,2,1.383,30,1,mismatch,b,a,53,apple,3,3_30
2395,30,2,0.78,31,1,mismatch,b,a,53,apple,3,3_31
2396,31,2,0.926,32,1,mismatch,b,a,53,apple,3,3_32
2397,32,2,1.801,33,1,mismatch,b,a,53,apple,3,3_33
2398,33,2,1.428,34,1,mismatch,b,a,53,apple,3,3_34
2399,34,2,2.091,35,1,mismatch,b,a,53,apple,3,3_35
2400,35,2,0.993,36,1,mismatch,b,a,53,apple,3,3_36
2401,36,2,1.333,37,1,mismatch,b,a,53,apple,3,3_37
2402,37,2,0.691,38,1,mismatch,b,a,53,apple,3,3_38
2403,38,2,0.75,39,1,mismatch,b,a,53,apple,3,3_39
2404,39,2,1.656,40,1,mismatch,b,a,53,apple,3,3_40
2405,40,1, ,41,0,mismatch,b,a,53,apple,3,3_41
2406,41,2,3.073,42,1,mismatch,b,a,53,apple,3,3_42
2407,42,2,1.783,43,1,mismatch,b,a,53,apple,3,3_43
2408,0,2,1.335,1,1,mismatch,b,a,40,bread,3,3_1
2409,1,2,0.667,2,1,mismatch,b,a,40,bread,3,3_2
2410,2,2,0.835,3,1,mismatch,b,a,40,bread,3,3_3
2411,3,2,0.818,4,1,mismatch,b,a,40,bread,3,3_4
2412,4,2,1.466,5,1,mismatch,b,a,40,bread,3,3_5
2413,5,2,0.496,6,1,mismatch,b,a,40,bread,3,3_6
2414,6,2,3.208,7,1,mismatch,b,a,40,bread,3,3_7
2415,7,2,0.567,8,1,mismatch,b,a,40,bread,3,3_8
2416,8,2,0.641,9,1,mismatch,b,a,40,bread,3,3_9
2417,9,2,0.559,10,1,mismatch,b,a,40,bread,3,3_10
2418,10,2,1.074,11,1,mismatch,b,a,40,bread,3,3_11
2419,11,2,0.93,12,1,mismatch,b,a,40,bread,3,3_12
2420,12,2,0.777,13,1,mismatch,b,a,40,bread,3,3_13
2421,13,2,0.535,14,1,mismatch,b,a,40,bread,3,3_14
2422,14,2,0.885,15,1,mismatch,b,a,40,bread,3,3_15
2423,15,2,0.422,16,1,mismatch,b,a,40,bread,3,3_16
2424,16,2,0.561,17,1,mismatch,b,a,40,bread,3,3_17
2425,17,2,0.839,18,1,mismatch,b,a,40,bread,3,3_18
2426,18,2,0.444,19,1,mismatch,b,a,40,bread,3,3_19
2427,19,2,0.883,20,1,mismatch,b,a,40,bread,3,3_20
2428,20,2,0.742,21,1,mismatch,b,a,40,bread,3,3_21
2429,21,2,0.671,22,1,mismatch,b,a,40,bread,3,3_22
2430,22,2,1.043,23,1,mismatch,b,a,40,bread,3,3_23
2431,23,2,0.603,24,1,mismatch,b,a,40,bread,3,3_24
2432,24,2,0.62,25,1,mismatch,b,a,40,bread,3,3_25
2433,25,2,0.772,26,1,mismatch,b,a,40,bread,3,3_26
2434,26,2,1.478,27,1,mismatch,b,a,40,bread,3,3_27
2435,27,2,0.748,28,1,mismatch,b,a,40,bread,3,3_28
2436,28,2,0.551,29,1,mismatch,b,a,40,bread,3,3_29
2437,29,1, ,30,0,mismatch,b,a,40,bread,3,3_30
2438,30,2,0.483,31,1,mismatch,b,a,40,bread,3,3_31
2439,31,2,0.509,32,1,mismatch,b,a,40,bread,3,3_32
2440,32,2,1.011,33,1,mismatch,b,a,40,bread,3,3_33
2441,33,2,1.737,34,1,mismatch,b,a,40,bread,3,3_34
2442,34,2,0.763,35,1,mismatch,b,a,40,bread,3,3_35
2443,35,2,0.58,36,1,mismatch,b,a,40,bread,3,3_36
2444,36,2,1.366,37,1,mismatch,b,a,40,bread,3,3_37
2445,37,2,0.739,38,1,mismatch,b,a,40,bread,3,3_38
2446,38,2,0.882,39,1,mismatch,b,a,40,bread,3,3_39
2447,39,2,1.078,40,1,mismatch,b,a,40,bread,3,3_40
2448,40,2,1.129,41,1,mismatch,b,a,40,bread,3,3_41
2449,41,2,1.763,42,1,mismatch,b,a,40,bread,3,3_42
2450,42,2,2.475,43,1,mismatch,b,a,40,bread,3,3_43
2451,0,2,1.242,1,1,mismatch,a,b,36,chicken,3,3_1
2452,1,2,0.58,2,1,mismatch,a,b,36,chicken,3,3_2
2453,2,1, ,3,0,mismatch,a,b,36,chicken,3,3_3
2454,3,2,0.859,4,1,mismatch,a,b,36,chicken,3,3_4
2455,4,2,3.23,5,1,mismatch,a,b,36,chicken,3,3_5
2456,5,2,0.61,6,1,mismatch,a,b,36,chicken,3,3_6
2457,6,2,2.474,7,1,mismatch,a,b,36,chicken,3,3_7
2458,7,2,0.683,8,1,mismatch,a,b,36,chicken,3,3_8
2459,8,2,1.03,9,1,mismatch,a,b,36,chicken,3,3_9
2460,9,2,0.566,10,1,mismatch,a,b,36,chicken,3,3_10
2461,10,2,2.171,11,1,mismatch,a,b,36,chicken,3,3_11
2462,11,2,0.724,12,1,mismatch,a,b,36,chicken,3,3_12
2463,12,2,2.478,13,1,mismatch,a,b,36,chicken,3,3_13
2464,13,2,0.494,14,1,mismatch,a,b,36,chicken,3,3_14
2465,14,2,0.842,15,1,mismatch,a,b,36,chicken,3,3_15
2466,15,2,1.014,16,1,mismatch,a,b,36,chicken,3,3_16
2467,16,2,0.694,17,1,mismatch,a,b,36,chicken,3,3_17
2468,17,2,0.479,18,1,mismatch,a,b,36,chicken,3,3_18
2469,18,2,0.642,19,1,mismatch,a,b,36,chicken,3,3_19
2470,19,2,0.864,20,1,mismatch,a,b,36,chicken,3,3_20
2471,20,2,0.87,21,1,mismatch,a,b,36,chicken,3,3_21
2472,21,2,0.647,22,1,mismatch,a,b,36,chicken,3,3_22
2473,22,2,0.686,23,1,mismatch,a,b,36,chicken,3,3_23
2474,23,1, ,24,0,mismatch,a,b,36,chicken,3,3_24
2475,24,2,0.996,25,1,mismatch,a,b,36,chicken,3,3_25
2476,25,2,0.701,26,1,mismatch,a,b,36,chicken,3,3_26
2477,26,2,3.203,27,1,mismatch,a,b,36,chicken,3,3_27
2478,27,2,1.852,28,1,mismatch,a,b,36,chicken,3,3_28
2479,28,2,1.4,29,1,mismatch,a,b,36,chicken,3,3_29
2480,29,2,0.473,30,1,mismatch,a,b,36,chicken,3,3_30
2481,30,2,0.796,31,1,mismatch,a,b,36,chicken,3,3_31
2482,31,2,0.762,32,1,mismatch,a,b,36,chicken,3,3_32
2483,32,2,0.757,33,1,mismatch,a,b,36,chicken,3,3_33
2484,33,2,2.63,34,1,mismatch,a,b,36,chicken,3,3_34
2485,34,2,0.762,35,1,mismatch,a,b,36,chicken,3,3_35
2486,35,2,0.599,36,1,mismatch,a,b,36,chicken,3,3_36
2487,36,2,0.982,37,1,mismatch,a,b,36,chicken,3,3_37
2488,37,2,0.866,38,1,mismatch,a,b,36,chicken,3,3_38
2489,38,2,0.727,39,1,mismatch,a,b,36,chicken,3,3_39
2490,39,2,2.235,40,1,mismatch,a,b,36,chicken,3,3_40
2491,40,2,0.695,41,1,mismatch,a,b,36,chicken,3,3_41
2492,41,2,1.845,42,1,mismatch,a,b,36,chicken,3,3_42
2493,42,2,0.8,43,1,mismatch,a,b,36,chicken,3,3_43
2494,0,2,1.611,1,1,mismatch,b,a,54,cig,3,3_1
2495,1,1, ,2,0,mismatch,b,a,54,cig,3,3_2
2496,2,2,0.685,3,1,mismatch,b,a,54,cig,3,3_3
2497,3,1, ,4,0,mismatch,b,a,54,cig,3,3_4
2498,4,1, ,5,0,mismatch,b,a,54,cig,3,3_5
2499,5,2,0.665,6,1,mismatch,b,a,54,cig,3,3_6
2500,6,2,2.221,7,1,mismatch,b,a,54,cig,3,3_7
2501,7,2,0.551,8,1,mismatch,b,a,54,cig,3,3_8
2502,8,2,1.814,9,1,mismatch,b,a,54,cig,3,3_9
2503,9,2,1.784,10,1,mismatch,b,a,54,cig,3,3_10
2504,10,2,2.067,11,1,mismatch,b,a,54,cig,3,3_11
2505,11,2,2.13,12,1,mismatch,b,a,54,cig,3,3_12
2506,12,2,0.78,13,1,mismatch,b,a,54,cig,3,3_13
2507,13,2,0.712,14,1,mismatch,b,a,54,cig,3,3_14
2508,14,2,1.547,15,1,mismatch,b,a,54,cig,3,3_15
2509,15,2,0.749,16,1,mismatch,b,a,54,cig,3,3_16
2510,16,2,0.969,17,1,mismatch,b,a,54,cig,3,3_17
2511,17,2,0.828,18,1,mismatch,b,a,54,cig,3,3_18
2512,18,2,0.763,19,1,mismatch,b,a,54,cig,3,3_19
2513,19,2,1.443,20,1,mismatch,b,a,54,cig,3,3_20
2514,20,2,2.169,21,1,mismatch,b,a,54,cig,3,3_21
2515,21,2,1.259,22,1,mismatch,b,a,54,cig,3,3_22
2516,22,2,0.974,23,1,mismatch,b,a,54,cig,3,3_23
2517,23,2,0.849,24,1,mismatch,b,a,54,cig,3,3_24
2518,24,2,1.083,25,1,mismatch,b,a,54,cig,3,3_25
2519,25,2,1.471,26,1,mismatch,b,a,54,cig,3,3_26
2520,26,2,2.413,27,1,mismatch,b,a,54,cig,3,3_27
2521,27,2,1.652,28,1,mismatch,b,a,54,cig,3,3_28
2522,28,2,3.387,29,1,mismatch,b,a,54,cig,3,3_29
2523,29,2,0.955,30,1,mismatch,b,a,54,cig,3,3_30
2524,30,2,0.999,31,1,mismatch,b,a,54,cig,3,3_31
2525,31,2,1.282,32,1,mismatch,b,a,54,cig,3,3_32
2526,32,2,1.494,33,1,mismatch,b,a,54,cig,3,3_33
2527,33,2,1.428,34,1,mismatch,b,a,54,cig,3,3_34
2528,34,2,1.235,35,1,mismatch,b,a,54,cig,3,3_35
2529,35,2,1.383,36,1,mismatch,b,a,54,cig,3,3_36
