,index,response,rt,ppt_idx,match,condition_a,object,accuracy,list,ppt_id
3692,40,2,0.742,41,Mismatch,fly,eagle,1,4,4_41
3693,41,2,0.973,42,Mismatch,fly,eagle,1,4,4_42
3694,42,2,0.875,43,Mismatch,fly,eagle,1,4,4_43
3695,43,2,1.299,44,Mismatch,fly,eagle,1,4,4_44
3696,0,2,0.597,1,Mismatch,whole,egg,1,4,4_1
3697,1,2,1.021,2,Mismatch,whole,egg,1,4,4_2
3698,2,2,1.95,3,Mismatch,whole,egg,1,4,4_3
3699,3,2,1.155,4,Mismatch,whole,egg,1,4,4_4
3700,4,2,2.415,5,Mismatch,whole,egg,1,4,4_5
3701,5,2,1.202,6,Mismatch,whole,egg,1,4,4_6
3702,6,2,1.108,7,Mismatch,whole,egg,1,4,4_7
3703,7,2,2.657,8,Mismatch,whole,egg,1,4,4_8
3704,8,2,1.152,9,Mismatch,whole,egg,1,4,4_9
3705,9,2,0.937,10,Mismatch,whole,egg,1,4,4_10
3706,10,2,0.532,11,Mismatch,whole,egg,1,4,4_11
3707,11,2,0.833,12,Mismatch,whole,egg,1,4,4_12
3708,12,2,0.539,13,Mismatch,whole,egg,1,4,4_13
3709,13,2,1.164,14,Mismatch,whole,egg,1,4,4_14
3710,14,2,0.664,15,Mismatch,whole,egg,1,4,4_15
3711,15,2,1.282,16,Mismatch,whole,egg,1,4,4_16
3712,16,2,0.678,17,Mismatch,whole,egg,1,4,4_17
3713,17,2,0.304,18,Mismatch,whole,egg,1,4,4_18
3714,18,2,0.882,19,Mismatch,whole,egg,1,4,4_19
3715,19,2,0.713,20,Mismatch,whole,egg,1,4,4_20
3716,20,2,0.931,21,Mismatch,whole,egg,1,4,4_21
3717,21,2,1.52,22,Mismatch,whole,egg,1,4,4_22
3718,22,2,2.007,23,Mismatch,whole,egg,1,4,4_23
3719,23,2,1.434,24,Mismatch,whole,egg,1,4,4_24
3720,24,2,0.935,25,Mismatch,whole,egg,1,4,4_25
3721,25,2,1.621,26,Mismatch,whole,egg,1,4,4_26
3722,26,2,0.917,27,Mismatch,whole,egg,1,4,4_27
3723,27,2,2.202,28,Mismatch,whole,egg,1,4,4_28
3724,28,2,1.418,29,Mismatch,whole,egg,1,4,4_29
3725,29,2,1.773,30,Mismatch,whole,egg,1,4,4_30
3726,30,2,0.923,31,Mismatch,whole,egg,1,4,4_31
3727,31,2,0.69,32,Mismatch,whole,egg,1,4,4_32
3728,32,2,1.589,33,Mismatch,whole,egg,1,4,4_33
3729,33,2,1.291,34,Mismatch,whole,egg,1,4,4_34
3730,34,2,1.199,35,Mismatch,whole,egg,1,4,4_35
3731,35,2,1.578,36,Mismatch,whole,egg,1,4,4_36
3732,36,2,1.32,37,Mismatch,whole,egg,1,4,4_37
3733,37,2,0.725,38,Mismatch,whole,egg,1,4,4_38
3734,38,2,0.632,39,Mismatch,whole,egg,1,4,4_39
3735,39,2,1.437,40,Mismatch,whole,egg,1,4,4_40
3736,40,2,0.719,41,Mismatch,whole,egg,1,4,4_41
3737,41,2,0.946,42,Mismatch,whole,egg,1,4,4_42
3738,42,2,0.809,43,Mismatch,whole,egg,1,4,4_43
3739,43,2,1.028,44,Mismatch,whole,egg,1,4,4_44
3740,0,2,0.775,1,Mismatch,husk,corn,1,4,4_1
3741,1,2,0.873,2,Mismatch,husk,corn,1,4,4_2
3742,2,2,1.768,3,Mismatch,husk,corn,1,4,4_3
3743,3,2,1.293,4,Mismatch,husk,corn,1,4,4_4
3744,4,2,1.241,5,Mismatch,husk,corn,1,4,4_5
3745,5,2,1.307,6,Mismatch,husk,corn,1,4,4_6
3746,6,2,2.374,7,Mismatch,husk,corn,1,4,4_7
3747,7,2,2.807,8,Mismatch,husk,corn,1,4,4_8
3748,8,2,0.655,9,Mismatch,husk,corn,1,4,4_9
3749,9,2,0.719,10,Mismatch,husk,corn,1,4,4_10
3750,10,2,1.436,11,Mismatch,husk,corn,1,4,4_11
3751,11,2,0.872,12,Mismatch,husk,corn,1,4,4_12
3752,12,2,0.748,13,Mismatch,husk,corn,1,4,4_13
3753,13,2,1.445,14,Mismatch,husk,corn,1,4,4_14
3754,14,2,0.614,15,Mismatch,husk,corn,1,4,4_15
3755,15,2,1.978,16,Mismatch,husk,corn,1,4,4_16
3756,16,2,1.038,17,Mismatch,husk,corn,1,4,4_17
3757,17,2,0.847,18,Mismatch,husk,corn,1,4,4_18
3758,18,2,0.886,19,Mismatch,husk,corn,1,4,4_19
3759,19,2,1.724,20,Mismatch,husk,corn,1,4,4_20
3760,20,2,1.213,21,Mismatch,husk,corn,1,4,4_21
3761,21,2,1.123,22,Mismatch,husk,corn,1,4,4_22
3762,22,2,1.6,23,Mismatch,husk,corn,1,4,4_23
3763,23,2,2.28,24,Mismatch,husk,corn,1,4,4_24
3764,24,2,2.264,25,Mismatch,husk,corn,1,4,4_25
3765,25,2,1.591,26,Mismatch,husk,corn,1,4,4_26
3766,26,2,1.199,27,Mismatch,husk,corn,1,4,4_27
3767,27,2,1.429,28,Mismatch,husk,corn,1,4,4_28
3768,28,2,1.93,29,Mismatch,husk,corn,1,4,4_29
3769,29,2,0.96,30,Mismatch,husk,corn,1,4,4_30
3770,30,2,0.856,31,Mismatch,husk,corn,1,4,4_31
3771,31,2,0.67,32,Mismatch,husk,corn,1,4,4_32
3772,32,2,8.222,33,Mismatch,husk,corn,1,4,4_33
3773,33,2,2.176,34,Mismatch,husk,corn,1,4,4_34
3774,34,2,6.881,35,Mismatch,husk,corn,1,4,4_35
3775,35,2,0.793,36,Mismatch,husk,corn,1,4,4_36
3776,36,2,2.068,37,Mismatch,husk,corn,1,4,4_37
3777,37,2,0.604,38,Mismatch,husk,corn,1,4,4_38
3778,38,2,0.971,39,Mismatch,husk,corn,1,4,4_39
3779,39,2,1.078,40,Mismatch,husk,corn,1,4,4_40
3780,40,2,0.835,41,Mismatch,husk,corn,1,4,4_41
3781,41,2,1.291,42,Mismatch,husk,corn,1,4,4_42
3782,42,2,0.953,43,Mismatch,husk,corn,1,4,4_43
3783,43,2,0.638,44,Mismatch,husk,corn,1,4,4_44
3784,0,2,0.538,1,Match,wsails,sailboat,1,4,4_1
3785,1,2,0.665,2,Match,wsails,sailboat,1,4,4_2
3786,2,2,0.961,3,Match,wsails,sailboat,1,4,4_3
3787,3,2,0.751,4,Match,wsails,sailboat,1,4,4_4
3788,4,2,1.587,5,Match,wsails,sailboat,1,4,4_5
3789,5,2,1.005,6,Match,wsails,sailboat,1,4,4_6
3790,6,2,0.682,7,Match,wsails,sailboat,1,4,4_7
3791,7,2,0.437,8,Match,wsails,sailboat,1,4,4_8
3792,8,2,1.659,9,Match,wsails,sailboat,1,4,4_9
3793,9,2,1.002,10,Match,wsails,sailboat,1,4,4_10
3794,10,2,1.234,11,Match,wsails,sailboat,1,4,4_11
3795,11,2,1.101,12,Match,wsails,sailboat,1,4,4_12
3796,12,2,0.485,13,Match,wsails,sailboat,1,4,4_13
3797,13,2,0.827,14,Match,wsails,sailboat,1,4,4_14
3798,14,2,1.343,15,Match,wsails,sailboat,1,4,4_15
3799,15,2,1.061,16,Match,wsails,sailboat,1,4,4_16
3800,16,2,1.074,17,Match,wsails,sailboat,1,4,4_17
3801,17,2,1.183,18,Match,wsails,sailboat,1,4,4_18
3802,18,2,0.685,19,Match,wsails,sailboat,1,4,4_19
3803,19,2,1.238,20,Match,wsails,sailboat,1,4,4_20
3804,20,2,0.755,21,Match,wsails,sailboat,1,4,4_21
3805,21,2,1.139,22,Match,wsails,sailboat,1,4,4_22
3806,22,2,1.112,23,Match,wsails,sailboat,1,4,4_23
3807,23,2,0.913,24,Match,wsails,sailboat,1,4,4_24
3808,24,2,1.101,25,Match,wsails,sailboat,1,4,4_25
3809,25,2,0.085,26,Match,wsails,sailboat,1,4,4_26
3810,26,2,0.608,27,Match,wsails,sailboat,1,4,4_27
3811,27,2,0.824,28,Match,wsails,sailboat,1,4,4_28
3812,28,2,0.777,29,Match,wsails,sailboat,1,4,4_29
3813,29,2,1.821,30,Match,wsails,sailboat,1,4,4_30
3814,30,2,0.828,31,Match,wsails,sailboat,1,4,4_31
3815,31,2,0.503,32,Match,wsails,sailboat,1,4,4_32
3816,32,2,0.84,33,Match,wsails,sailboat,1,4,4_33
3817,33,2,0.575,34,Match,wsails,sailboat,1,4,4_34
3818,34,2,0.817,35,Match,wsails,sailboat,1,4,4_35
3819,35,2,1.103,36,Match,wsails,sailboat,1,4,4_36
3820,36,2,1.464,37,Match,wsails,sailboat,1,4,4_37
3821,37,2,0.949,38,Match,wsails,sailboat,1,4,4_38
3822,38,2,0.751,39,Match,wsails,sailboat,1,4,4_39
3823,39,2,1.709,40,Match,wsails,sailboat,1,4,4_40
3824,40,2,0.755,41,Match,wsails,sailboat,1,4,4_41
3825,41,2,0.632,42,Match,wsails,sailboat,1,4,4_42
3826,42,2,0.826,43,Match,wsails,sailboat,1,4,4_43
3827,43,2,0.743,44,Match,wsails,sailboat,1,4,4_44
3828,0,2,0.739,1,Match,folded,shirt,1,4,4_1
3829,1,2,0.665,2,Match,folded,shirt,1,4,4_2
3830,2,2,2.121,3,Match,folded,shirt,1,4,4_3
3831,3,2,1.443,4,Match,folded,shirt,1,4,4_4
3832,4,2,1.087,5,Match,folded,shirt,1,4,4_5
3833,5,2,0.688,6,Match,folded,shirt,1,4,4_6
3834,6,2,1.363,7,Match,folded,shirt,1,4,4_7
3835,7,1, ,8,Match,folded,shirt,0,4,4_8
3836,8,2,4.843,9,Match,folded,shirt,1,4,4_9
3837,9,2,0.778,10,Match,folded,shirt,1,4,4_10
3838,10,2,0.968,11,Match,folded,shirt,1,4,4_11
3839,11,2,0.798,12,Match,folded,shirt,1,4,4_12
3840,12,2,0.682,13,Match,folded,shirt,1,4,4_13
3841,13,2,1.127,14,Match,folded,shirt,1,4,4_14
3842,14,2,0.731,15,Match,folded,shirt,1,4,4_15
3843,15,2,1.346,16,Match,folded,shirt,1,4,4_16
3844,16,2,1.151,17,Match,folded,shirt,1,4,4_17
3845,17,2,0.462,18,Match,folded,shirt,1,4,4_18
3846,18,2,0.732,19,Match,folded,shirt,1,4,4_19
3847,19,2,0.736,20,Match,folded,shirt,1,4,4_20
3848,20,2,0.709,21,Match,folded,shirt,1,4,4_21
3849,21,2,0.657,22,Match,folded,shirt,1,4,4_22
3850,22,2,1.192,23,Match,folded,shirt,1,4,4_23
3851,23,2,1.158,24,Match,folded,shirt,1,4,4_24
3852,24,1, ,25,Match,folded,shirt,0,4,4_25
3853,25,2,0.315,26,Match,folded,shirt,1,4,4_26
3854,26,2,0.911,27,Match,folded,shirt,1,4,4_27
3855,27,2,0.838,28,Match,folded,shirt,1,4,4_28
3856,28,2,1.073,29,Match,folded,shirt,1,4,4_29
3857,29,2,1.652,30,Match,folded,shirt,1,4,4_30
3858,30,2,0.727,31,Match,folded,shirt,1,4,4_31
3859,31,2,0.711,32,Match,folded,shirt,1,4,4_32
3860,32,2,1.163,33,Match,folded,shirt,1,4,4_33
3861,33,2,1.246,34,Match,folded,shirt,1,4,4_34
3862,34,2,1.841,35,Match,folded,shirt,1,4,4_35
3863,35,2,1.141,36,Match,folded,shirt,1,4,4_36
3864,36,2,1.173,37,Match,folded,shirt,1,4,4_37
3865,37,2,0.899,38,Match,folded,shirt,1,4,4_38
3866,38,2,0.865,39,Match,folded,shirt,1,4,4_39
3867,39,2,1.454,40,Match,folded,shirt,1,4,4_40
3868,40,2,0.757,41,Match,folded,shirt,1,4,4_41
3869,41,2,0.949,42,Match,folded,shirt,1,4,4_42
3870,42,2,0.663,43,Match,folded,shirt,1,4,4_43
3871,43,2,0.723,44,Match,folded,shirt,1,4,4_44
3872,0,2,0.813,1,Match,ball,tissue,1,4,4_1
3873,1,2,2.446,2,Match,ball,tissue,1,4,4_2
3874,2,2,2.314,3,Match,ball,tissue,1,4,4_3
3875,3,2,1.644,4,Match,ball,tissue,1,4,4_4
3876,4,2,1.696,5,Match,ball,tissue,1,4,4_5
3877,5,2,2.347,6,Match,ball,tissue,1,4,4_6
3878,6,2,1.682,7,Match,ball,tissue,1,4,4_7
3879,7,2,1.639,8,Match,ball,tissue,1,4,4_8
3880,8,1, ,9,Match,ball,tissue,0,4,4_9
3881,9,2,0.969,10,Match,ball,tissue,1,4,4_10
3882,10,2,0.764,11,Match,ball,tissue,1,4,4_11
3883,11,2,1.644,12,Match,ball,tissue,1,4,4_12
3884,12,2,1.208,13,Match,ball,tissue,1,4,4_13
3885,13,2,1.005,14,Match,ball,tissue,1,4,4_14
3886,14,2,1.302,15,Match,ball,tissue,1,4,4_15
3887,15,2,2.463,16,Match,ball,tissue,1,4,4_16
3888,16,2,2.012,17,Match,ball,tissue,1,4,4_17
3889,17,2,0.451,18,Match,ball,tissue,1,4,4_18
3890,18,2,1.178,19,Match,ball,tissue,1,4,4_19
3891,19,2,9.497,20,Match,ball,tissue,1,4,4_20
3892,20,2,5.835,21,Match,ball,tissue,1,4,4_21
3893,21,2,1.574,22,Match,ball,tissue,1,4,4_22
3894,22,2,2.447,23,Match,ball,tissue,1,4,4_23
3895,23,2,1.183,24,Match,ball,tissue,1,4,4_24
3896,24,2,1.902,25,Match,ball,tissue,1,4,4_25
3897,25,2,1.161,26,Match,ball,tissue,1,4,4_26
3898,26,2,2.013,27,Match,ball,tissue,1,4,4_27
3899,27,2,1.275,28,Match,ball,tissue,1,4,4_28
3900,28,2,1.516,29,Match,ball,tissue,1,4,4_29
3901,29,2,1.453,30,Match,ball,tissue,1,4,4_30
3902,30,2,1.03,31,Match,ball,tissue,1,4,4_31
3903,31,2,1.05,32,Match,ball,tissue,1,4,4_32
3904,32,2,0.918,33,Match,ball,tissue,1,4,4_33
3905,33,2,0.973,34,Match,ball,tissue,1,4,4_34
3906,34,2,0.831,35,Match,ball,tissue,1,4,4_35
3907,35,2,1.073,36,Match,ball,tissue,1,4,4_36
3908,36,2,2.348,37,Match,ball,tissue,1,4,4_37
3909,37,2,1.357,38,Match,ball,tissue,1,4,4_38
3910,38,2,1.18,39,Match,ball,tissue,1,4,4_39
3911,39,2,1.463,40,Match,ball,tissue,1,4,4_40
3912,40,2,0.877,41,Match,ball,tissue,1,4,4_41
3913,41,2,1.38,42,Match,ball,tissue,1,4,4_42
3914,42,2,0.966,43,Match,ball,tissue,1,4,4_43
3915,43,2,1.187,44,Match,ball,tissue,1,4,4_44
3916,0,2,0.529,1,Match,whole,tomato,1,4,4_1
3917,1,2,0.737,2,Match,whole,tomato,1,4,4_2
3918,2,2,0.828,3,Match,whole,tomato,1,4,4_3
3919,3,2,1.126,4,Match,whole,tomato,1,4,4_4
3920,4,2,1.08,5,Match,whole,tomato,1,4,4_5
3921,5,2,1.749,6,Match,whole,tomato,1,4,4_6
3922,6,2,0.981,7,Match,whole,tomato,1,4,4_7
3923,7,2,0.778,8,Match,whole,tomato,1,4,4_8
3924,8,2,1.058,9,Match,whole,tomato,1,4,4_9
3925,9,2,0.717,10,Match,whole,tomato,1,4,4_10
3926,10,2,0.561,11,Match,whole,tomato,1,4,4_11
3927,11,2,0.876,12,Match,whole,tomato,1,4,4_12
3928,12,2,0.812,13,Match,whole,tomato,1,4,4_13
3929,13,2,1.011,14,Match,whole,tomato,1,4,4_14
3930,14,2,0.664,15,Match,whole,tomato,1,4,4_15
3931,15,2,1.602,16,Match,whole,tomato,1,4,4_16
3932,16,2,0.862,17,Match,whole,tomato,1,4,4_17
3933,17,2,0.783,18,Match,whole,tomato,1,4,4_18
3934,18,2,0.7,19,Match,whole,tomato,1,4,4_19
3935,19,2,1.298,20,Match,whole,tomato,1,4,4_20
3936,20,2,0.791,21,Match,whole,tomato,1,4,4_21
3937,21,2,0.613,22,Match,whole,tomato,1,4,4_22
3938,22,2,1.314,23,Match,whole,tomato,1,4,4_23
3939,23,2,0.672,24,Match,whole,tomato,1,4,4_24
3940,24,2,0.959,25,Match,whole,tomato,1,4,4_25
3941,25,2,0.233,26,Match,whole,tomato,1,4,4_26
3942,26,2,0.593,27,Match,whole,tomato,1,4,4_27
3943,27,2,1.455,28,Match,whole,tomato,1,4,4_28
3944,28,2,1.24,29,Match,whole,tomato,1,4,4_29
3945,29,2,0.628,30,Match,whole,tomato,1,4,4_30
3946,30,2,0.824,31,Match,whole,tomato,1,4,4_31
3947,31,2,1.129,32,Match,whole,tomato,1,4,4_32
3948,32,2,1.608,33,Match,whole,tomato,1,4,4_33
3949,33,2,1.116,34,Match,whole,tomato,1,4,4_34
3950,34,2,1.147,35,Match,whole,tomato,1,4,4_35
3951,35,2,0.775,36,Match,whole,tomato,1,4,4_36
3952,36,2,0.988,37,Match,whole,tomato,1,4,4_37
3953,37,2,0.879,38,Match,whole,tomato,1,4,4_38
3954,38,2,0.757,39,Match,whole,tomato,1,4,4_39
3955,39,2,0.611,40,Match,whole,tomato,1,4,4_40
3956,40,2,0.635,41,Match,whole,tomato,1,4,4_41
3957,41,2,0.515,42,Match,whole,tomato,1,4,4_42
3958,42,2,0.549,43,Match,whole,tomato,1,4,4_43
3959,43,2,0.606,44,Match,whole,tomato,1,4,4_44
3960,0,2,0.698,1,Match,floor,towel,1,4,4_1
3961,1,2,0.651,2,Match,floor,towel,1,4,4_2
3962,2,2,1.232,3,Match,floor,towel,1,4,4_3
3963,3,2,1.453,4,Match,floor,towel,1,4,4_4
3964,4,2,0.761,5,Match,floor,towel,1,4,4_5
3965,5,2,0.887,6,Match,floor,towel,1,4,4_6
3966,6,2,1.105,7,Match,floor,towel,1,4,4_7
3967,7,2,1.033,8,Match,floor,towel,1,4,4_8
3968,8,2,1.298,9,Match,floor,towel,1,4,4_9
3969,9,2,0.833,10,Match,floor,towel,1,4,4_10
3970,10,2,0.665,11,Match,floor,towel,1,4,4_11
3971,11,2,1.013,12,Match,floor,towel,1,4,4_12
3972,12,2,2.046,13,Match,floor,towel,1,4,4_13
3973,13,2,1.24,14,Match,floor,towel,1,4,4_14
3974,14,2,0.555,15,Match,floor,towel,1,4,4_15
3975,15,1, ,16,Match,floor,towel,0,4,4_16
3976,16,2,1.23,17,Match,floor,towel,1,4,4_17
3977,17,2,0.896,18,Match,floor,towel,1,4,4_18
3978,18,2,0.871,19,Match,floor,towel,1,4,4_19
3979,19,2,1.552,20,Match,floor,towel,1,4,4_20
3980,20,2,0.937,21,Match,floor,towel,1,4,4_21
3981,21,2,0.751,22,Match,floor,towel,1,4,4_22
3982,22,2,1.289,23,Match,floor,towel,1,4,4_23
3983,23,2,1.067,24,Match,floor,towel,1,4,4_24
3984,24,2,1.113,25,Match,floor,towel,1,4,4_25
3985,25,2,0.888,26,Match,floor,towel,1,4,4_26
3986,26,2,0.714,27,Match,floor,towel,1,4,4_27
3987,27,2,1.188,28,Match,floor,towel,1,4,4_28
3988,28,2,1.202,29,Match,floor,towel,1,4,4_29
3989,29,2,0.673,30,Match,floor,towel,1,4,4_30
3990,30,2,0.602,31,Match,floor,towel,1,4,4_31
3991,31,2,1.162,32,Match,floor,towel,1,4,4_32
3992,32,2,0.889,33,Match,floor,towel,1,4,4_33
3993,33,2,1.757,34,Match,floor,towel,1,4,4_34
3994,34,2,2.123,35,Match,floor,towel,1,4,4_35
3995,35,2,0.752,36,Match,floor,towel,1,4,4_36
3996,36,2,1.327,37,Match,floor,towel,1,4,4_37
3997,37,1, ,38,Match,floor,towel,0,4,4_38
3998,38,1, ,39,Match,floor,towel,0,4,4_39
3999,39,2,1.149,40,Match,floor,towel,1,4,4_40
4000,40,2,1.418,41,Match,floor,towel,1,4,4_41
4001,41,2,1.035,42,Match,floor,towel,1,4,4_42
4002,42,2,0.707,43,Match,floor,towel,1,4,4_43
4003,43,2,1.068,44,Match,floor,towel,1,4,4_44
4004,0,2,0.487,1,Match,whole,watermelon,1,4,4_1
4005,1,2,0.474,2,Match,whole,watermelon,1,4,4_2
4006,2,2,1.255,3,Match,whole,watermelon,1,4,4_3
4007,3,2,0.746,4,Match,whole,watermelon,1,4,4_4
4008,4,2,0.713,5,Match,whole,watermelon,1,4,4_5
4009,5,2,1.431,6,Match,whole,watermelon,1,4,4_6
4010,6,2,0.453,7,Match,whole,watermelon,1,4,4_7
4011,7,2,0.419,8,Match,whole,watermelon,1,4,4_8
4012,8,2,3.108,9,Match,whole,watermelon,1,4,4_9
4013,9,2,0.735,10,Match,whole,watermelon,1,4,4_10
4014,10,2,0.691,11,Match,whole,watermelon,1,4,4_11
4015,11,2,0.83,12,Match,whole,watermelon,1,4,4_12
4016,12,2,0.487,13,Match,whole,watermelon,1,4,4_13
4017,13,2,0.488,14,Match,whole,watermelon,1,4,4_14
4018,14,2,0.712,15,Match,whole,watermelon,1,4,4_15
4019,15,2,1.482,16,Match,whole,watermelon,1,4,4_16
4020,16,2,0.702,17,Match,whole,watermelon,1,4,4_17
4021,17,2,0.592,18,Match,whole,watermelon,1,4,4_18
4022,18,2,0.549,19,Match,whole,watermelon,1,4,4_19
4023,19,2,0.65,20,Match,whole,watermelon,1,4,4_20
4024,20,2,0.896,21,Match,whole,watermelon,1,4,4_21
4025,21,2,0.579,22,Match,whole,watermelon,1,4,4_22
4026,22,2,1.642,23,Match,whole,watermelon,1,4,4_23
4027,23,2,0.648,24,Match,whole,watermelon,1,4,4_24
4028,24,2,0.61,25,Match,whole,watermelon,1,4,4_25
4029,25,2,0.206,26,Match,whole,watermelon,1,4,4_26
4030,26,2,0.778,27,Match,whole,watermelon,1,4,4_27
4031,27,2,0.761,28,Match,whole,watermelon,1,4,4_28
4032,28,2,1.036,29,Match,whole,watermelon,1,4,4_29
4033,29,2,0.826,30,Match,whole,watermelon,1,4,4_30
4034,30,2,0.743,31,Match,whole,watermelon,1,4,4_31
4035,31,2,2.124,32,Match,whole,watermelon,1,4,4_32
4036,32,2,1.132,33,Match,whole,watermelon,1,4,4_33
4037,33,2,0.688,34,Match,whole,watermelon,1,4,4_34
4038,34,2,1.583,35,Match,whole,watermelon,1,4,4_35
4039,35,2,1.056,36,Match,whole,watermelon,1,4,4_36
4040,36,2,0.726,37,Match,whole,watermelon,1,4,4_37
4041,37,2,0.862,38,Match,whole,watermelon,1,4,4_38
4042,38,2,0.591,39,Match,whole,watermelon,1,4,4_39
4043,39,2,0.557,40,Match,whole,watermelon,1,4,4_40
4044,40,2,0.889,41,Match,whole,watermelon,1,4,4_41
4045,41,2,0.736,42,Match,whole,watermelon,1,4,4_42
4046,42,2,1.072,43,Match,whole,watermelon,1,4,4_43
4047,43,2,0.69,44,Match,whole,watermelon,1,4,4_44
4048,0,2,0.585,1,Match,cooked,spaghetti,1,4,4_1
4049,1,2,0.757,2,Match,cooked,spaghetti,1,4,4_2
4050,2,2,1.739,3,Match,cooked,spaghetti,1,4,4_3
4051,3,2,0.959,4,Match,cooked,spaghetti,1,4,4_4
4052,4,2,1.562,5,Match,cooked,spaghetti,1,4,4_5
4053,5,2,1.066,6,Match,cooked,spaghetti,1,4,4_6
4054,6,2,0.931,7,Match,cooked,spaghetti,1,4,4_7
4055,7,2,2.431,8,Match,cooked,spaghetti,1,4,4_8
4056,8,2,0.873,9,Match,cooked,spaghetti,1,4,4_9
4057,9,2,0.85,10,Match,cooked,spaghetti,1,4,4_10
4058,10,2,1.795,11,Match,cooked,spaghetti,1,4,4_11
4059,11,2,0.806,12,Match,cooked,spaghetti,1,4,4_12
4060,12,2,0.785,13,Match,cooked,spaghetti,1,4,4_13
4061,13,2,0.934,14,Match,cooked,spaghetti,1,4,4_14
4062,14,2,0.628,15,Match,cooked,spaghetti,1,4,4_15
4063,15,2,1.238,16,Match,cooked,spaghetti,1,4,4_16
4064,16,2,1.051,17,Match,cooked,spaghetti,1,4,4_17
4065,17,2,1.273,18,Match,cooked,spaghetti,1,4,4_18
4066,18,2,1.237,19,Match,cooked,spaghetti,1,4,4_19
4067,19,2,2.277,20,Match,cooked,spaghetti,1,4,4_20
4068,20,2,1.858,21,Match,cooked,spaghetti,1,4,4_21
4069,21,2,1.109,22,Match,cooked,spaghetti,1,4,4_22
4070,22,2,1.505,23,Match,cooked,spaghetti,1,4,4_23
4071,23,2,1.717,24,Match,cooked,spaghetti,1,4,4_24
4072,24,2,1.035,25,Match,cooked,spaghetti,1,4,4_25
4073,25,2,0.066,26,Match,cooked,spaghetti,1,4,4_26
4074,26,2,1.101,27,Match,cooked,spaghetti,1,4,4_27
4075,27,2,0.888,28,Match,cooked,spaghetti,1,4,4_28
4076,28,2,1.013,29,Match,cooked,spaghetti,1,4,4_29
4077,29,2,1.168,30,Match,cooked,spaghetti,1,4,4_30
4078,30,2,1.505,31,Match,cooked,spaghetti,1,4,4_31
4079,31,2,1.485,32,Match,cooked,spaghetti,1,4,4_32
4080,32,1, ,33,Match,cooked,spaghetti,0,4,4_33
4081,33,2,1.931,34,Match,cooked,spaghetti,1,4,4_34
4082,34,2,1.094,35,Match,cooked,spaghetti,1,4,4_35
4083,35,2,0.568,36,Match,cooked,spaghetti,1,4,4_36
4084,36,2,1.293,37,Match,cooked,spaghetti,1,4,4_37
4085,37,2,1.148,38,Match,cooked,spaghetti,1,4,4_38
4086,38,2,0.635,39,Match,cooked,spaghetti,1,4,4_39
4087,39,2,0.863,40,Match,cooked,spaghetti,1,4,4_40
4088,40,2,1.045,41,Match,cooked,spaghetti,1,4,4_41
4089,41,2,0.574,42,Match,cooked,spaghetti,1,4,4_42
4090,42,2,1.026,43,Match,cooked,spaghetti,1,4,4_43
4091,43,2,0.805,44,Match,cooked,spaghetti,1,4,4_44
4092,0,2,0.871,1,Match,slice,lemon,1,4,4_1
4093,1,2,1.037,2,Match,slice,lemon,1,4,4_2
4094,2,2,2.608,3,Match,slice,lemon,1,4,4_3
4095,3,2,1.157,4,Match,slice,lemon,1,4,4_4
4096,4,2,1.008,5,Match,slice,lemon,1,4,4_5
4097,5,1, ,6,Match,slice,lemon,0,4,4_6
4098,6,2,1.163,7,Match,slice,lemon,1,4,4_7
4099,7,2,1.743,8,Match,slice,lemon,1,4,4_8
4100,8,1, ,9,Match,slice,lemon,0,4,4_9
4101,9,2,1.167,10,Match,slice,lemon,1,4,4_10
4102,10,2,1.822,11,Match,slice,lemon,1,4,4_11
4103,11,2,0.819,12,Match,slice,lemon,1,4,4_12
4104,12,2,0.351,13,Match,slice,lemon,1,4,4_13
4105,13,2,0.769,14,Match,slice,lemon,1,4,4_14
4106,14,2,2.404,15,Match,slice,lemon,1,4,4_15
4107,15,2,1.694,16,Match,slice,lemon,1,4,4_16
4108,16,2,0.978,17,Match,slice,lemon,1,4,4_17
4109,17,2,1.132,18,Match,slice,lemon,1,4,4_18
4110,18,2,0.849,19,Match,slice,lemon,1,4,4_19
4111,19,2,1.14,20,Match,slice,lemon,1,4,4_20
4112,20,2,0.78,21,Match,slice,lemon,1,4,4_21
4113,21,2,0.557,22,Match,slice,lemon,1,4,4_22
4114,22,2,1.149,23,Match,slice,lemon,1,4,4_23
4115,23,2,1.06,24,Match,slice,lemon,1,4,4_24
4116,24,2,2.857,25,Match,slice,lemon,1,4,4_25
4117,25,2,0.108,26,Match,slice,lemon,1,4,4_26
4118,26,2,0.658,27,Match,slice,lemon,1,4,4_27
4119,27,2,1.085,28,Match,slice,lemon,1,4,4_28
4120,28,2,3.009,29,Match,slice,lemon,1,4,4_29
4121,29,2,1.713,30,Match,slice,lemon,1,4,4_30
4122,30,2,0.975,31,Match,slice,lemon,1,4,4_31
4123,31,2,1.027,32,Match,slice,lemon,1,4,4_32
4124,32,2,1.397,33,Match,slice,lemon,1,4,4_33
4125,33,2,1.364,34,Match,slice,lemon,1,4,4_34
4126,34,2,1.489,35,Match,slice,lemon,1,4,4_35
4127,35,2,2.69,36,Match,slice,lemon,1,4,4_36
4128,36,2,1.089,37,Match,slice,lemon,1,4,4_37
