,index,response,rt,ppt_idx,match,condition_a,object,accuracy,list,ppt_id
2137,25,2,0.494,26,Mismatch,canonical,balloon,1,3,3_26
2138,26,2,0.663,27,Mismatch,canonical,balloon,1,3,3_27
2139,27,2,1.638,28,Mismatch,canonical,balloon,1,3,3_28
2140,28,2,0.646,29,Mismatch,canonical,balloon,1,3,3_29
2141,29,2,1.034,30,Mismatch,canonical,balloon,1,3,3_30
2142,30,2,1.263,31,Mismatch,canonical,balloon,1,3,3_31
2143,31,2,0.592,32,Mismatch,canonical,balloon,1,3,3_32
2144,32,2,0.652,33,Mismatch,canonical,balloon,1,3,3_33
2145,33,2,0.523,34,Mismatch,canonical,balloon,1,3,3_34
2146,34,2,1.094,35,Mismatch,canonical,balloon,1,3,3_35
2147,35,2,1.104,36,Mismatch,canonical,balloon,1,3,3_36
2148,36,2,2.257,37,Mismatch,canonical,balloon,1,3,3_37
2149,37,2,0.683,38,Mismatch,canonical,balloon,1,3,3_38
2150,38,2,0.566,39,Mismatch,canonical,balloon,1,3,3_39
2151,39,2,0.946,40,Mismatch,canonical,balloon,1,3,3_40
2152,40,2,1.186,41,Mismatch,canonical,balloon,1,3,3_41
2153,41,2,110.595,42,Mismatch,canonical,balloon,1,3,3_42
2154,42,2,0.773,43,Mismatch,canonical,balloon,1,3,3_43
2155,43,2,0.983,44,Mismatch,canonical,balloon,1,3,3_44
2156,0,2,0.782,1,Mismatch,flying,bat,1,3,3_1
2157,1,2,0.628,2,Mismatch,flying,bat,1,3,3_2
2158,2,2,0.88,3,Mismatch,flying,bat,1,3,3_3
2159,3,2,1.009,4,Mismatch,flying,bat,1,3,3_4
2160,4,2,1.19,5,Mismatch,flying,bat,1,3,3_5
2161,5,2,2.659,6,Mismatch,flying,bat,1,3,3_6
2162,6,2,1.499,7,Mismatch,flying,bat,1,3,3_7
2163,7,2,2.062,8,Mismatch,flying,bat,1,3,3_8
2164,8,2,0.88,9,Mismatch,flying,bat,1,3,3_9
2165,9,2,0.784,10,Mismatch,flying,bat,1,3,3_10
2166,10,2,0.841,11,Mismatch,flying,bat,1,3,3_11
2167,11,2,0.934,12,Mismatch,flying,bat,1,3,3_12
2168,12,2,0.639,13,Mismatch,flying,bat,1,3,3_13
2169,13,2,0.888,14,Mismatch,flying,bat,1,3,3_14
2170,14,2,0.788,15,Mismatch,flying,bat,1,3,3_15
2171,15,2,1.009,16,Mismatch,flying,bat,1,3,3_16
2172,16,2,0.915,17,Mismatch,flying,bat,1,3,3_17
2173,17,2,0.862,18,Mismatch,flying,bat,1,3,3_18
2174,18,2,0.959,19,Mismatch,flying,bat,1,3,3_19
2175,19,2,0.647,20,Mismatch,flying,bat,1,3,3_20
2176,20,2,0.653,21,Mismatch,flying,bat,1,3,3_21
2177,21,2,1.144,22,Mismatch,flying,bat,1,3,3_22
2178,22,2,1.068,23,Mismatch,flying,bat,1,3,3_23
2179,23,2,0.866,24,Mismatch,flying,bat,1,3,3_24
2180,24,2,0.647,25,Mismatch,flying,bat,1,3,3_25
2181,25,2,0.698,26,Mismatch,flying,bat,1,3,3_26
2182,26,2,0.809,27,Mismatch,flying,bat,1,3,3_27
2183,27,2,13.708,28,Mismatch,flying,bat,1,3,3_28
2184,28,2,0.754,29,Mismatch,flying,bat,1,3,3_29
2185,29,2,0.66,30,Mismatch,flying,bat,1,3,3_30
2186,30,2,0.701,31,Mismatch,flying,bat,1,3,3_31
2187,31,2,1.261,32,Mismatch,flying,bat,1,3,3_32
2188,32,2,0.547,33,Mismatch,flying,bat,1,3,3_33
2189,33,2,1.146,34,Mismatch,flying,bat,1,3,3_34
2190,34,2,1.361,35,Mismatch,flying,bat,1,3,3_35
2191,35,2,2.355,36,Mismatch,flying,bat,1,3,3_36
2192,36,2,0.755,37,Mismatch,flying,bat,1,3,3_37
2193,37,2,0.512,38,Mismatch,flying,bat,1,3,3_38
2194,38,2,0.68,39,Mismatch,flying,bat,1,3,3_39
2195,39,2,0.531,40,Mismatch,flying,bat,1,3,3_40
2196,40,2,1.915,41,Mismatch,flying,bat,1,3,3_41
2197,41,2,2.052,42,Mismatch,flying,bat,1,3,3_42
2198,42,2,1.054,43,Mismatch,flying,bat,1,3,3_43
2199,43,2,0.618,44,Mismatch,flying,bat,1,3,3_44
2200,0,2,0.875,1,Mismatch,open,book,1,3,3_1
2201,1,2,1.072,2,Mismatch,open,book,1,3,3_2
2202,2,2,0.621,3,Mismatch,open,book,1,3,3_3
2203,3,2,1.373,4,Mismatch,open,book,1,3,3_4
2204,4,2,0.925,5,Mismatch,open,book,1,3,3_5
2205,5,2,2.03,6,Mismatch,open,book,1,3,3_6
2206,6,2,0.713,7,Mismatch,open,book,1,3,3_7
2207,7,2,2.946,8,Mismatch,open,book,1,3,3_8
2208,8,2,0.889,9,Mismatch,open,book,1,3,3_9
2209,9,2,0.778,10,Mismatch,open,book,1,3,3_10
2210,10,2,1.028,11,Mismatch,open,book,1,3,3_11
2211,11,2,1.221,12,Mismatch,open,book,1,3,3_12
2212,12,2,1.165,13,Mismatch,open,book,1,3,3_13
2213,13,2,1.094,14,Mismatch,open,book,1,3,3_14
2214,14,1, ,15,Mismatch,open,book,0,3,3_15
2215,15,2,0.501,16,Mismatch,open,book,1,3,3_16
2216,16,2,0.823,17,Mismatch,open,book,1,3,3_17
2217,17,2,1.053,18,Mismatch,open,book,1,3,3_18
2218,18,2,0.982,19,Mismatch,open,book,1,3,3_19
2219,19,2,0.644,20,Mismatch,open,book,1,3,3_20
2220,20,2,0.505,21,Mismatch,open,book,1,3,3_21
2221,21,2,0.786,22,Mismatch,open,book,1,3,3_22
2222,22,2,1.67,23,Mismatch,open,book,1,3,3_23
2223,23,2,0.871,24,Mismatch,open,book,1,3,3_24
2224,24,2,0.858,25,Mismatch,open,book,1,3,3_25
2225,25,2,0.507,26,Mismatch,open,book,1,3,3_26
2226,26,2,0.531,27,Mismatch,open,book,1,3,3_27
2227,27,2,1.965,28,Mismatch,open,book,1,3,3_28
2228,28,2,0.714,29,Mismatch,open,book,1,3,3_29
2229,29,2,0.95,30,Mismatch,open,book,1,3,3_30
2230,30,2,0.942,31,Mismatch,open,book,1,3,3_31
2231,31,2,1.09,32,Mismatch,open,book,1,3,3_32
2232,32,2,0.699,33,Mismatch,open,book,1,3,3_33
2233,33,2,0.539,34,Mismatch,open,book,1,3,3_34
2234,34,2,1.569,35,Mismatch,open,book,1,3,3_35
2235,35,2,1.279,36,Mismatch,open,book,1,3,3_36
2236,36,2,2.078,37,Mismatch,open,book,1,3,3_37
2237,37,2,0.598,38,Mismatch,open,book,1,3,3_38
2238,38,2,0.608,39,Mismatch,open,book,1,3,3_39
2239,39,2,0.771,40,Mismatch,open,book,1,3,3_40
2240,40,2,3.525,41,Mismatch,open,book,1,3,3_41
2241,41,2,0.642,42,Mismatch,open,book,1,3,3_42
2242,42,2,1.108,43,Mismatch,open,book,1,3,3_43
2243,43,2,0.887,44,Mismatch,open,book,1,3,3_44
2244,0,2,1.023,1,Mismatch,sky,airplane,1,3,3_1
2245,1,2,0.584,2,Mismatch,sky,airplane,1,3,3_2
2246,2,2,2.237,3,Mismatch,sky,airplane,1,3,3_3
2247,3,2,1.292,4,Mismatch,sky,airplane,1,3,3_4
2248,4,2,0.652,5,Mismatch,sky,airplane,1,3,3_5
2249,5,2,1.73,6,Mismatch,sky,airplane,1,3,3_6
2250,6,2,0.865,7,Mismatch,sky,airplane,1,3,3_7
2251,7,2,1.054,8,Mismatch,sky,airplane,1,3,3_8
2252,8,2,1.097,9,Mismatch,sky,airplane,1,3,3_9
2253,9,2,1.294,10,Mismatch,sky,airplane,1,3,3_10
2254,10,2,1.212,11,Mismatch,sky,airplane,1,3,3_11
2255,11,2,1.705,12,Mismatch,sky,airplane,1,3,3_12
2256,12,2,0.567,13,Mismatch,sky,airplane,1,3,3_13
2257,13,2,0.838,14,Mismatch,sky,airplane,1,3,3_14
2258,14,2,0.605,15,Mismatch,sky,airplane,1,3,3_15
2259,15,2,0.868,16,Mismatch,sky,airplane,1,3,3_16
2260,16,2,1.008,17,Mismatch,sky,airplane,1,3,3_17
2261,17,2,0.695,18,Mismatch,sky,airplane,1,3,3_18
2262,18,2,1.045,19,Mismatch,sky,airplane,1,3,3_19
2263,19,2,0.744,20,Mismatch,sky,airplane,1,3,3_20
2264,20,2,0.602,21,Mismatch,sky,airplane,1,3,3_21
2265,21,2,1.045,22,Mismatch,sky,airplane,1,3,3_22
2266,22,2,0.754,23,Mismatch,sky,airplane,1,3,3_23
2267,23,2,0.617,24,Mismatch,sky,airplane,1,3,3_24
2268,24,2,2.088,25,Mismatch,sky,airplane,1,3,3_25
2269,25,2,0.763,26,Mismatch,sky,airplane,1,3,3_26
2270,26,2,0.486,27,Mismatch,sky,airplane,1,3,3_27
2271,27,2,2.308,28,Mismatch,sky,airplane,1,3,3_28
2272,28,2,0.868,29,Mismatch,sky,airplane,1,3,3_29
2273,29,2,1.258,30,Mismatch,sky,airplane,1,3,3_30
2274,30,2,0.829,31,Mismatch,sky,airplane,1,3,3_31
2275,31,2,1.001,32,Mismatch,sky,airplane,1,3,3_32
2276,32,2,0.453,33,Mismatch,sky,airplane,1,3,3_33
2277,33,2,0.68,34,Mismatch,sky,airplane,1,3,3_34
2278,34,2,5.548,35,Mismatch,sky,airplane,1,3,3_35
2279,35,2,4.203,36,Mismatch,sky,airplane,1,3,3_36
2280,36,2,5.968,37,Mismatch,sky,airplane,1,3,3_37
2281,37,2,0.737,38,Mismatch,sky,airplane,1,3,3_38
2282,38,2,0.813,39,Mismatch,sky,airplane,1,3,3_39
2283,39,2,1.197,40,Mismatch,sky,airplane,1,3,3_40
2284,40,2,1.075,41,Mismatch,sky,airplane,1,3,3_41
2285,41,2,22.759,42,Mismatch,sky,airplane,1,3,3_42
2286,42,2,0.658,43,Mismatch,sky,airplane,1,3,3_43
2287,43,2,1.338,44,Mismatch,sky,airplane,1,3,3_44
2288,0,2,1.189,1,Mismatch,slice,apple,1,3,3_1
2289,1,2,0.805,2,Mismatch,slice,apple,1,3,3_2
2290,2,2,0.726,3,Mismatch,slice,apple,1,3,3_3
2291,3,2,2.185,4,Mismatch,slice,apple,1,3,3_4
2292,4,2,0.677,5,Mismatch,slice,apple,1,3,3_5
2293,5,2,1.242,6,Mismatch,slice,apple,1,3,3_6
2294,6,2,0.581,7,Mismatch,slice,apple,1,3,3_7
2295,7,2,1.585,8,Mismatch,slice,apple,1,3,3_8
2296,8,2,0.771,9,Mismatch,slice,apple,1,3,3_9
2297,9,2,2.022,10,Mismatch,slice,apple,1,3,3_10
2298,10,2,1.121,11,Mismatch,slice,apple,1,3,3_11
2299,11,2,1.335,12,Mismatch,slice,apple,1,3,3_12
2300,12,1, ,13,Mismatch,slice,apple,0,3,3_13
2301,13,2,0.736,14,Mismatch,slice,apple,1,3,3_14
2302,14,2,0.535,15,Mismatch,slice,apple,1,3,3_15
2303,15,2,1.158,16,Mismatch,slice,apple,1,3,3_16
2304,16,2,1.962,17,Mismatch,slice,apple,1,3,3_17
2305,17,2,0.97,18,Mismatch,slice,apple,1,3,3_18
2306,18,2,2.571,19,Mismatch,slice,apple,1,3,3_19
2307,19,2,0.668,20,Mismatch,slice,apple,1,3,3_20
2308,20,2,1.661,21,Mismatch,slice,apple,1,3,3_21
2309,21,2,2.253,22,Mismatch,slice,apple,1,3,3_22
2310,22,2,1.253,23,Mismatch,slice,apple,1,3,3_23
2311,23,2,0.974,24,Mismatch,slice,apple,1,3,3_24
2312,24,2,3.562,25,Mismatch,slice,apple,1,3,3_25
2313,25,2,0.722,26,Mismatch,slice,apple,1,3,3_26
2314,26,1, ,27,Mismatch,slice,apple,0,3,3_27
2315,27,2,2.574,28,Mismatch,slice,apple,1,3,3_28
2316,28,2,1.665,29,Mismatch,slice,apple,1,3,3_29
2317,29,2,1.112,30,Mismatch,slice,apple,1,3,3_30
2318,30,2,0.834,31,Mismatch,slice,apple,1,3,3_31
2319,31,2,1.3,32,Mismatch,slice,apple,1,3,3_32
2320,32,2,0.996,33,Mismatch,slice,apple,1,3,3_33
2321,33,2,0.826,34,Mismatch,slice,apple,1,3,3_34
2322,34,2,0.774,35,Mismatch,slice,apple,1,3,3_35
2323,35,2,1.032,36,Mismatch,slice,apple,1,3,3_36
2324,36,2,1.761,37,Mismatch,slice,apple,1,3,3_37
2325,37,2,0.682,38,Mismatch,slice,apple,1,3,3_38
2326,38,2,0.943,39,Mismatch,slice,apple,1,3,3_39
2327,39,2,1.114,40,Mismatch,slice,apple,1,3,3_40
2328,40,2,1.347,41,Mismatch,slice,apple,1,3,3_41
2329,41,1, ,42,Mismatch,slice,apple,0,3,3_42
2330,42,2,0.819,43,Mismatch,slice,apple,1,3,3_43
2331,43,2,1.165,44,Mismatch,slice,apple,1,3,3_44
2332,0,2,1.578,1,Mismatch,slice,bread,1,3,3_1
2333,1,2,0.624,2,Mismatch,slice,bread,1,3,3_2
2334,2,2,0.457,3,Mismatch,slice,bread,1,3,3_3
2335,3,2,0.798,4,Mismatch,slice,bread,1,3,3_4
2336,4,2,0.616,5,Mismatch,slice,bread,1,3,3_5
2337,5,2,1.771,6,Mismatch,slice,bread,1,3,3_6
2338,6,2,1.078,7,Mismatch,slice,bread,1,3,3_7
2339,7,2,0.883,8,Mismatch,slice,bread,1,3,3_8
2340,8,2,1.222,9,Mismatch,slice,bread,1,3,3_9
2341,9,2,1.362,10,Mismatch,slice,bread,1,3,3_10
2342,10,2,1.193,11,Mismatch,slice,bread,1,3,3_11
2343,11,2,0.902,12,Mismatch,slice,bread,1,3,3_12
2344,12,2,0.602,13,Mismatch,slice,bread,1,3,3_13
2345,13,2,1.019,14,Mismatch,slice,bread,1,3,3_14
2346,14,2,1.262,15,Mismatch,slice,bread,1,3,3_15
2347,15,2,0.952,16,Mismatch,slice,bread,1,3,3_16
2348,16,2,0.872,17,Mismatch,slice,bread,1,3,3_17
2349,17,2,0.782,18,Mismatch,slice,bread,1,3,3_18
2350,18,2,1.014,19,Mismatch,slice,bread,1,3,3_19
2351,19,2,0.93,20,Mismatch,slice,bread,1,3,3_20
2352,20,2,0.709,21,Mismatch,slice,bread,1,3,3_21
2353,21,2,0.994,22,Mismatch,slice,bread,1,3,3_22
2354,22,2,1.049,23,Mismatch,slice,bread,1,3,3_23
2355,23,2,0.702,24,Mismatch,slice,bread,1,3,3_24
2356,24,2,1.284,25,Mismatch,slice,bread,1,3,3_25
2357,25,2,0.581,26,Mismatch,slice,bread,1,3,3_26
2358,26,2,0.556,27,Mismatch,slice,bread,1,3,3_27
2359,27,2,1.467,28,Mismatch,slice,bread,1,3,3_28
2360,28,2,0.672,29,Mismatch,slice,bread,1,3,3_29
2361,29,2,0.623,30,Mismatch,slice,bread,1,3,3_30
2362,30,2,0.696,31,Mismatch,slice,bread,1,3,3_31
2363,31,2,1.683,32,Mismatch,slice,bread,1,3,3_32
2364,32,2,0.667,33,Mismatch,slice,bread,1,3,3_33
2365,33,2,0.591,34,Mismatch,slice,bread,1,3,3_34
2366,34,2,0.682,35,Mismatch,slice,bread,1,3,3_35
2367,35,2,1.62,36,Mismatch,slice,bread,1,3,3_36
2368,36,1, ,37,Mismatch,slice,bread,0,3,3_37
2369,37,2,0.972,38,Mismatch,slice,bread,1,3,3_38
2370,38,2,0.791,39,Mismatch,slice,bread,1,3,3_39
2371,39,2,0.856,40,Mismatch,slice,bread,1,3,3_40
2372,40,2,1.267,41,Mismatch,slice,bread,1,3,3_41
2373,41,2,1.365,42,Mismatch,slice,bread,1,3,3_42
2374,42,2,0.721,43,Mismatch,slice,bread,1,3,3_43
2375,43,2,0.948,44,Mismatch,slice,bread,1,3,3_44
2376,0,2,1.043,1,Mismatch,slice,cheese,1,3,3_1
2377,1,2,0.771,2,Mismatch,slice,cheese,1,3,3_2
2378,2,2,0.712,3,Mismatch,slice,cheese,1,3,3_3
2379,3,2,1.47,4,Mismatch,slice,cheese,1,3,3_4
2380,4,2,1.121,5,Mismatch,slice,cheese,1,3,3_5
2381,5,2,1.217,6,Mismatch,slice,cheese,1,3,3_6
2382,6,2,0.725,7,Mismatch,slice,cheese,1,3,3_7
2383,7,2,1.714,8,Mismatch,slice,cheese,1,3,3_8
2384,8,2,1.036,9,Mismatch,slice,cheese,1,3,3_9
2385,9,2,0.839,10,Mismatch,slice,cheese,1,3,3_10
2386,10,2,1.202,11,Mismatch,slice,cheese,1,3,3_11
2387,11,2,1.208,12,Mismatch,slice,cheese,1,3,3_12
2388,12,2,0.746,13,Mismatch,slice,cheese,1,3,3_13
2389,13,2,1.29,14,Mismatch,slice,cheese,1,3,3_14
2390,14,2,0.633,15,Mismatch,slice,cheese,1,3,3_15
2391,15,2,0.999,16,Mismatch,slice,cheese,1,3,3_16
2392,16,2,1.173,17,Mismatch,slice,cheese,1,3,3_17
2393,17,2,0.921,18,Mismatch,slice,cheese,1,3,3_18
2394,18,2,1.219,19,Mismatch,slice,cheese,1,3,3_19
2395,19,2,0.566,20,Mismatch,slice,cheese,1,3,3_20
2396,20,2,1.173,21,Mismatch,slice,cheese,1,3,3_21
2397,21,2,1.541,22,Mismatch,slice,cheese,1,3,3_22
2398,22,2,0.684,23,Mismatch,slice,cheese,1,3,3_23
2399,23,2,0.86,24,Mismatch,slice,cheese,1,3,3_24
2400,24,2,8.896,25,Mismatch,slice,cheese,1,3,3_25
2401,25,2,0.627,26,Mismatch,slice,cheese,1,3,3_26
2402,26,2,0.596,27,Mismatch,slice,cheese,1,3,3_27
2403,27,2,2.418,28,Mismatch,slice,cheese,1,3,3_28
2404,28,2,1.165,29,Mismatch,slice,cheese,1,3,3_29
2405,29,2,0.927,30,Mismatch,slice,cheese,1,3,3_30
2406,30,2,0.872,31,Mismatch,slice,cheese,1,3,3_31
2407,31,2,1.216,32,Mismatch,slice,cheese,1,3,3_32
2408,32,2,1.159,33,Mismatch,slice,cheese,1,3,3_33
2409,33,2,0.711,34,Mismatch,slice,cheese,1,3,3_34
2410,34,2,0.979,35,Mismatch,slice,cheese,1,3,3_35
2411,35,2,0.996,36,Mismatch,slice,cheese,1,3,3_36
2412,36,2,1.438,37,Mismatch,slice,cheese,1,3,3_37
2413,37,2,0.833,38,Mismatch,slice,cheese,1,3,3_38
2414,38,2,0.926,39,Mismatch,slice,cheese,1,3,3_39
2415,39,2,0.917,40,Mismatch,slice,cheese,1,3,3_40
2416,40,2,1.509,41,Mismatch,slice,cheese,1,3,3_41
2417,41,2,0.903,42,Mismatch,slice,cheese,1,3,3_42
2418,42,2,0.907,43,Mismatch,slice,cheese,1,3,3_43
2419,43,2,1.489,44,Mismatch,slice,cheese,1,3,3_44
2420,0,2,0.961,1,Mismatch,alive,chicken,1,3,3_1
2421,1,2,0.635,2,Mismatch,alive,chicken,1,3,3_2
2422,2,2,1.334,3,Mismatch,alive,chicken,1,3,3_3
2423,3,2,0.646,4,Mismatch,alive,chicken,1,3,3_4
2424,4,2,1.474,5,Mismatch,alive,chicken,1,3,3_5
2425,5,2,1.637,6,Mismatch,alive,chicken,1,3,3_6
2426,6,2,3.005,7,Mismatch,alive,chicken,1,3,3_7
2427,7,1, ,8,Mismatch,alive,chicken,0,3,3_8
2428,8,2,0.903,9,Mismatch,alive,chicken,1,3,3_9
2429,9,1, ,10,Mismatch,alive,chicken,0,3,3_10
2430,10,2,0.993,11,Mismatch,alive,chicken,1,3,3_11
2431,11,2,1.243,12,Mismatch,alive,chicken,1,3,3_12
2432,12,2,1.541,13,Mismatch,alive,chicken,1,3,3_13
2433,13,2,1.059,14,Mismatch,alive,chicken,1,3,3_14
2434,14,2,1.277,15,Mismatch,alive,chicken,1,3,3_15
2435,15,2,1.374,16,Mismatch,alive,chicken,1,3,3_16
2436,16,2,1.149,17,Mismatch,alive,chicken,1,3,3_17
2437,17,1, ,18,Mismatch,alive,chicken,0,3,3_18
2438,18,2,0.557,19,Mismatch,alive,chicken,1,3,3_19
2439,19,2,0.586,20,Mismatch,alive,chicken,1,3,3_20
2440,20,2,0.695,21,Mismatch,alive,chicken,1,3,3_21
2441,21,2,4.272,22,Mismatch,alive,chicken,1,3,3_22
2442,22,2,0.967,23,Mismatch,alive,chicken,1,3,3_23
2443,23,2,0.61,24,Mismatch,alive,chicken,1,3,3_24
2444,24,2,0.862,25,Mismatch,alive,chicken,1,3,3_25
2445,25,2,0.996,26,Mismatch,alive,chicken,1,3,3_26
2446,26,2,0.998,27,Mismatch,alive,chicken,1,3,3_27
2447,27,2,6.552,28,Mismatch,alive,chicken,1,3,3_28
2448,28,2,1.444,29,Mismatch,alive,chicken,1,3,3_29
2449,29,2,0.944,30,Mismatch,alive,chicken,1,3,3_30
2450,30,2,2.387,31,Mismatch,alive,chicken,1,3,3_31
2451,31,2,1.095,32,Mismatch,alive,chicken,1,3,3_32
2452,32,2,0.556,33,Mismatch,alive,chicken,1,3,3_33
2453,33,2,0.65,34,Mismatch,alive,chicken,1,3,3_34
2454,34,2,0.694,35,Mismatch,alive,chicken,1,3,3_35
2455,35,2,1.037,36,Mismatch,alive,chicken,1,3,3_36
2456,36,1, ,37,Mismatch,alive,chicken,0,3,3_37
2457,37,2,1.018,38,Mismatch,alive,chicken,1,3,3_38
2458,38,2,0.642,39,Mismatch,alive,chicken,1,3,3_39
2459,39,2,0.851,40,Mismatch,alive,chicken,1,3,3_40
2460,40,1, ,41,Mismatch,alive,chicken,0,3,3_41
2461,41,2,1.53,42,Mismatch,alive,chicken,1,3,3_42
2462,42,2,0.651,43,Mismatch,alive,chicken,1,3,3_43
2463,43,2,1.693,44,Mismatch,alive,chicken,1,3,3_44
2464,0,2,2.071,1,Mismatch,butt,cig,1,3,3_1
2465,1,2,0.999,2,Mismatch,butt,cig,1,3,3_2
2466,2,1, ,3,Mismatch,butt,cig,0,3,3_3
2467,3,2,1.264,4,Mismatch,butt,cig,1,3,3_4
2468,4,2,2.149,5,Mismatch,butt,cig,1,3,3_5
2469,5,2,1.439,6,Mismatch,butt,cig,1,3,3_6
2470,6,2,1.099,7,Mismatch,butt,cig,1,3,3_7
2471,7,2,2.756,8,Mismatch,butt,cig,1,3,3_8
2472,8,2,1.461,9,Mismatch,butt,cig,1,3,3_9
2473,9,2,1.949,10,Mismatch,butt,cig,1,3,3_10
2474,10,2,1.959,11,Mismatch,butt,cig,1,3,3_11
2475,11,2,1.669,12,Mismatch,butt,cig,1,3,3_12
2476,12,1, ,13,Mismatch,butt,cig,0,3,3_13
2477,13,2,0.977,14,Mismatch,butt,cig,1,3,3_14
2478,14,2,1.059,15,Mismatch,butt,cig,1,3,3_15
2479,15,2,1.068,16,Mismatch,butt,cig,1,3,3_16
2480,16,2,3.181,17,Mismatch,butt,cig,1,3,3_17
2481,17,2,1.051,18,Mismatch,butt,cig,1,3,3_18
2482,18,2,1.856,19,Mismatch,butt,cig,1,3,3_19
2483,19,2,1.037,20,Mismatch,butt,cig,1,3,3_20
2484,20,2,1.401,21,Mismatch,butt,cig,1,3,3_21
2485,21,2,1.519,22,Mismatch,butt,cig,1,3,3_22
2486,22,2,1.726,23,Mismatch,butt,cig,1,3,3_23
2487,23,2,1.201,24,Mismatch,butt,cig,1,3,3_24
2488,24,2,1.058,25,Mismatch,butt,cig,1,3,3_25
2489,25,2,1.027,26,Mismatch,butt,cig,1,3,3_26
2490,26,1, ,27,Mismatch,butt,cig,0,3,3_27
2491,27,1, ,28,Mismatch,butt,cig,0,3,3_28
2492,28,2,1.922,29,Mismatch,butt,cig,1,3,3_29
2493,29,2,0.84,30,Mismatch,butt,cig,1,3,3_30
2494,30,2,0.78,31,Mismatch,butt,cig,1,3,3_31
2495,31,2,1.932,32,Mismatch,butt,cig,1,3,3_32
2496,32,2,0.982,33,Mismatch,butt,cig,1,3,3_33
2497,33,2,0.933,34,Mismatch,butt,cig,1,3,3_34
2498,34,2,2.069,35,Mismatch,butt,cig,1,3,3_35
2499,35,2,2.079,36,Mismatch,butt,cig,1,3,3_36
2500,36,1, ,37,Mismatch,butt,cig,0,3,3_37
2501,37,2,0.609,38,Mismatch,butt,cig,1,3,3_38
2502,38,2,0.937,39,Mismatch,butt,cig,1,3,3_39
2503,39,2,1.577,40,Mismatch,butt,cig,1,3,3_40
2504,40,2,1.827,41,Mismatch,butt,cig,1,3,3_41
2505,41,2,3.635,42,Mismatch,butt,cig,1,3,3_42
2506,42,2,0.993,43,Mismatch,butt,cig,1,3,3_43
2507,43,2,1.811,44,Mismatch,butt,cig,1,3,3_44
2508,0,2,4.569,1,Mismatch,fillet,fish,1,3,3_1
2509,1,2,1.145,2,Mismatch,fillet,fish,1,3,3_2
2510,2,1, ,3,Mismatch,fillet,fish,0,3,3_3
2511,3,2,2.327,4,Mismatch,fillet,fish,1,3,3_4
2512,4,1, ,5,Mismatch,fillet,fish,0,3,3_5
2513,5,2,1.32,6,Mismatch,fillet,fish,1,3,3_6
2514,6,2,1.415,7,Mismatch,fillet,fish,1,3,3_7
2515,7,1, ,8,Mismatch,fillet,fish,0,3,3_8
2516,8,2,2.166,9,Mismatch,fillet,fish,1,3,3_9
2517,9,2,9.157,10,Mismatch,fillet,fish,1,3,3_10
2518,10,2,2.163,11,Mismatch,fillet,fish,1,3,3_11
2519,11,2,1.815,12,Mismatch,fillet,fish,1,3,3_12
2520,12,2,1.47,13,Mismatch,fillet,fish,1,3,3_13
2521,13,2,1.763,14,Mismatch,fillet,fish,1,3,3_14
2522,14,2,1.13,15,Mismatch,fillet,fish,1,3,3_15
2523,15,2,1.748,16,Mismatch,fillet,fish,1,3,3_16
2524,16,1, ,17,Mismatch,fillet,fish,0,3,3_17
2525,17,1, ,18,Mismatch,fillet,fish,0,3,3_18
2526,18,2,2.685,19,Mismatch,fillet,fish,1,3,3_19
2527,19,2,0.97,20,Mismatch,fillet,fish,1,3,3_20
2528,20,1, ,21,Mismatch,fillet,fish,0,3,3_21
2529,21,2,5.152,22,Mismatch,fillet,fish,1,3,3_22
2530,22,2,2.15,23,Mismatch,fillet,fish,1,3,3_23
2531,23,2,1.665,24,Mismatch,fillet,fish,1,3,3_24
2532,24,2,2.974,25,Mismatch,fillet,fish,1,3,3_25
2533,25,2,1.943,26,Mismatch,fillet,fish,1,3,3_26
2534,26,2,1.385,27,Mismatch,fillet,fish,1,3,3_27
2535,27,1, ,28,Mismatch,fillet,fish,0,3,3_28
2536,28,2,1.99,29,Mismatch,fillet,fish,1,3,3_29
2537,29,1, ,30,Mismatch,fillet,fish,0,3,3_30
2538,30,1, ,31,Mismatch,fillet,fish,0,3,3_31
2539,31,2,2.07,32,Mismatch,fillet,fish,1,3,3_32
2540,32,2,1.354,33,Mismatch,fillet,fish,1,3,3_33
2541,33,2,2.041,34,Mismatch,fillet,fish,1,3,3_34
2542,34,2,0.868,35,Mismatch,fillet,fish,1,3,3_35
2543,35,1, ,36,Mismatch,fillet,fish,0,3,3_36
2544,36,1, ,37,Mismatch,fillet,fish,0,3,3_37
2545,37,2,1.058,38,Mismatch,fillet,fish,1,3,3_38
2546,38,2,1.148,39,Mismatch,fillet,fish,1,3,3_39
2547,39,2,2.342,40,Mismatch,fillet,fish,1,3,3_40
2548,40,1, ,41,Mismatch,fillet,fish,0,3,3_41
2549,41,2,2.239,42,Mismatch,fillet,fish,1,3,3_42
2550,42,2,1.409,43,Mismatch,fillet,fish,1,3,3_43
2551,43,1, ,44,Mismatch,fillet,fish,0,3,3_44
2552,0,2,1.234,1,Mismatch,sitting,hockey,1,3,3_1
2553,1,2,0.856,2,Mismatch,sitting,hockey,1,3,3_2
2554,2,2,1.06,3,Mismatch,sitting,hockey,1,3,3_3
2555,3,2,3.342,4,Mismatch,sitting,hockey,1,3,3_4
2556,4,2,1.291,5,Mismatch,sitting,hockey,1,3,3_5
